student_id,department,gender,admission_year,entrance_score_band,attendance_percentage,internal_marks,assignment_marks,quiz_marks,lab_marks,final_marks,login_count,content_views,assignment_submission_rate,average_session_minutes,gpa,cgpa,backlogs,academic_status,student_risk
STU00298,MECH,F,2024,LOW,72.015,44.225,19.795,11.565000000000001,12.635,48.455,0.5,35.0,26.060000000000002,22.314999999999998,5.72,6.12,0,AVERAGE,MEDIUM_RISK
STU00299,CIVIL,F,2023,MEDIUM,78.4975,50.0,25.0,13.1125,24.240000000000002,81.0,47.75,109.0,70.9875,21.2325,7.44,8.85,0,GOOD,LOW_RISK
STU00300,EEE,M,2022,LOW,83.695,50.0,25.0,15.0,25.0,68.39,44.5,88.0,74.73,30.765,7.3,7.36,0,GOOD,LOW_RISK
STU00301,MECH,M,2023,MEDIUM,82.03166666666667,50.0,23.655,14.953333333333333,25.0,74.43666666666667,38.166666666666664,128.83333333333334,66.97500000000001,31.998333333333335,8.41,8.69,0,GOOD,LOW_RISK
STU00302,EEE,F,2024,HIGH,78.8325,50.0,23.689999999999998,13.855,20.9775,65.385,27.75,58.25,49.6575,26.7475,7.35,7.85,0,GOOD,LOW_RISK
STU00303,CIVIL,M,2022,HIGH,79.28166666666667,48.59166666666667,23.76,14.918333333333335,25.0,73.7,44.666666666666664,104.16666666666667,68.165,34.3,8.11,8.53,0,GOOD,LOW_RISK
STU00304,EEE,F,2023,LOW,90.464,50.0,25.0,13.457999999999998,25.0,80.138,54.8,139.8,90.676,35.824,9.29,8.93,0,EXCELLENT,LOW_RISK
STU00305,ECE,F,2022,LOW,87.3825,50.0,21.3975,14.4925,24.2225,69.72,58.0,96.75,72.5875,28.195,8.29,8.06,0,GOOD,LOW_RISK
STU00306,ECE,M,2022,HIGH,79.66,50.0,25.0,14.156666666666666,23.75,68.38,44.0,121.66666666666667,75.63666666666667,29.346666666666668,7.55,7.96,0,GOOD,LOW_RISK
STU00307,CIVIL,F,2022,HIGH,89.54400000000001,50.0,25.0,15.0,25.0,90.27799999999999,54.0,126.4,82.31,38.814,8.5,9.47,0,EXCELLENT,LOW_RISK
STU00308,EEE,F,2024,MEDIUM,70.70666666666666,44.93333333333334,23.830000000000002,12.056666666666667,17.186666666666664,49.10333333333333,23.333333333333332,95.33333333333333,43.65,11.973333333333334,5.84,6.44,0,AVERAGE,MEDIUM_RISK
STU00309,ECE,M,2023,HIGH,74.995,48.60666666666666,20.02,12.806666666666667,19.005,50.050000000000004,25.166666666666668,93.16666666666667,44.44833333333333,13.678333333333333,7.01,7.21,0,GOOD,LOW_RISK
STU00310,ECE,F,2022,MEDIUM,61.225,18.0775,8.0775,6.215,15.407499999999999,27.7875,5.0,18.0,12.299999999999999,11.8725,3.47,3.3,1,AT_RISK,HIGH_RISK
STU00311,CSE,M,2022,HIGH,76.27,46.88666666666666,24.616666666666664,14.913333333333334,22.13,51.13999999999999,24.0,75.33333333333333,44.413333333333334,18.16,7.56,6.97,0,GOOD,LOW_RISK
STU00312,MECH,M,2023,MEDIUM,80.65,47.35,24.57,15.0,21.05,67.815,34.0,68.5,50.755,18.025,8.28,8.2,0,GOOD,LOW_RISK
STU00313,ECE,F,2023,LOW,67.0,40.305,23.275,14.1375,20.762500000000003,58.42,20.0,51.5,25.2375,10.0075,6.86,6.74,0,AVERAGE,MEDIUM_RISK
STU00314,IT,M,2022,LOW,84.116,49.928,25.0,15.0,24.922,62.577999999999996,39.8,97.8,67.768,28.875999999999998,7.31,7.71,0,GOOD,LOW_RISK
STU00315,IT,F,2021,HIGH,83.52666666666666,48.4,25.0,13.773333333333333,25.0,78.40666666666667,49.0,90.0,65.38,29.63,8.07,8.86,0,GOOD,LOW_RISK
STU00316,EEE,F,2022,MEDIUM,93.50999999999999,50.0,25.0,15.0,25.0,91.44,42.0,163.0,100.0,39.68666666666667,9.28,9.34,0,EXCELLENT,LOW_RISK
STU00317,CIVIL,M,2023,MEDIUM,72.24666666666667,49.39333333333334,21.55,12.96,24.096666666666664,55.94,30.0,70.33333333333333,56.75666666666666,20.713333333333335,7.77,7.67,0,GOOD,LOW_RISK
STU00318,MECH,F,2024,LOW,65.33,39.836666666666666,12.68,10.216666666666667,23.146666666666665,41.81333333333333,6.333333333333333,46.0,27.896666666666665,18.080000000000002,4.91,5.77,0,AT_RISK,HIGH_RISK
STU00319,CIVIL,F,2024,HIGH,74.955,50.0,22.545,15.0,25.0,69.965,49.0,93.0,51.19,19.85,8.87,8.2,0,EXCELLENT,LOW_RISK
STU00320,MECH,M,2023,MEDIUM,90.0,50.0,24.255000000000003,13.04,24.675,65.725,53.0,117.5,74.49000000000001,33.925,8.47,7.96,0,GOOD,LOW_RISK
STU00321,IT,F,2021,HIGH,86.79,48.14333333333334,25.0,11.986666666666666,24.41333333333333,63.98666666666667,34.666666666666664,101.0,67.37666666666667,22.096666666666664,8.41,7.94,0,GOOD,LOW_RISK
STU00322,CIVIL,F,2022,HIGH,70.57,48.715,25.0,11.065,23.69,61.42,31.0,87.0,61.25,23.96,8.31,7.8,0,GOOD,LOW_RISK
STU00323,IT,F,2024,HIGH,84.57166666666667,48.47666666666667,25.0,14.969999999999999,23.655,65.71333333333334,36.833333333333336,122.83333333333333,78.42166666666667,24.168333333333333,7.68,7.84,0,GOOD,LOW_RISK
STU00324,ECE,F,2022,LOW,80.288,49.092,23.658,13.264,23.008,56.146,28.8,84.8,45.751999999999995,18.044,5.78,6.96,0,AVERAGE,MEDIUM_RISK
STU00325,CIVIL,F,2021,MEDIUM,70.64666666666666,43.80666666666667,22.33,9.186666666666667,20.513333333333332,46.370000000000005,12.333333333333334,17.666666666666668,20.33,10.023333333333333,5.33,6.28,0,AVERAGE,MEDIUM_RISK
STU00326,ECE,M,2023,HIGH,79.91000000000001,50.0,23.189999999999998,14.26,24.08666666666667,53.68333333333334,29.0,86.33333333333333,47.699999999999996,17.023333333333333,7.35,7.35,0,GOOD,LOW_RISK
STU00327,MECH,F,2021,MEDIUM,74.99333333333333,39.92666666666667,20.263333333333332,12.923333333333332,21.103333333333335,56.43333333333334,22.0,59.333333333333336,32.79666666666667,24.99,7.26,6.96,0,GOOD,LOW_RISK
STU00328,EEE,F,2023,MEDIUM,75.248,48.188,22.94,14.632,21.368000000000002,70.706,27.2,76.4,56.814,23.66,8.04,8.14,0,GOOD,LOW_RISK
STU00329,IT,M,2022,LOW,69.88,43.69,24.155,14.175,22.21,58.035,46.0,104.0,49.725,13.2,6.46,6.75,0,AVERAGE,MEDIUM_RISK
STU00330,IT,F,2024,MEDIUM,90.6375,50.0,25.0,14.2925,24.7275,83.0325,46.75,125.5,90.0425,29.95,9.92,8.84,0,EXCELLENT,LOW_RISK
STU00331,ECE,M,2021,MEDIUM,76.99,41.215,21.09,12.89,25.0,57.410000000000004,15.5,90.0,42.644999999999996,14.184999999999999,5.01,6.6,0,AVERAGE,MEDIUM_RISK
STU00332,ECE,F,2022,LOW,78.7825,50.0,25.0,15.0,24.7825,54.35,49.75,91.75,43.32,34.78,6.39,7.07,0,AVERAGE,MEDIUM_RISK
STU00333,CSE,M,2021,LOW,66.28999999999999,30.490000000000002,20.185000000000002,9.9875,15.4375,28.83,11.5,54.5,23.682499999999997,12.41,4.2,4.32,0,AT_RISK,HIGH_RISK
STU00334,IT,F,2024,LOW,77.28,37.27333333333333,19.643333333333334,12.270000000000001,14.606666666666667,61.60999999999999,38.666666666666664,31.333333333333332,35.51666666666667,18.87,7.48,6.82,0,GOOD,LOW_RISK
STU00335,MECH,M,2023,MEDIUM,71.81,44.65,15.350000000000001,11.96,19.16,56.04,21.666666666666668,50.0,40.913333333333334,20.146666666666665,7.59,6.6,0,GOOD,LOW_RISK
STU00336,IT,F,2023,LOW,65.99000000000001,31.175,16.505,2.515,20.25,30.415,7.0,4.5,1.355,3.455,4.4,4.34,1,AT_RISK,HIGH_RISK
STU00337,CIVIL,F,2021,MEDIUM,63.03666666666667,28.573333333333334,17.046666666666667,9.903333333333334,9.41,29.24,4.666666666666667,3.6666666666666665,6.419999999999999,3.2300000000000004,4.63,4.06,0,AT_RISK,HIGH_RISK
STU00338,IT,F,2023,LOW,64.98,30.345,17.580000000000002,9.49,18.565,42.50833333333333,10.666666666666666,18.0,22.0,7.591666666666666,5.18,4.98,0,AVERAGE,MEDIUM_RISK
STU00339,MECH,F,2022,LOW,76.27,45.78,23.76,13.293333333333335,20.543333333333333,69.35666666666667,22.0,71.0,35.76,24.673333333333332,8.21,7.96,0,GOOD,LOW_RISK
STU00340,ECE,F,2022,LOW,66.376,33.704,14.825999999999999,11.26,16.438,41.472,14.4,25.8,16.322,7.482000000000001,6.49,5.23,0,AVERAGE,MEDIUM_RISK
STU00341,CSE,M,2024,MEDIUM,91.03000000000002,50.0,25.0,13.986666666666666,24.53,70.61666666666667,38.333333333333336,82.33333333333333,57.81666666666666,28.599999999999998,7.83,8.32,0,GOOD,LOW_RISK
STU00342,CIVIL,M,2024,LOW,72.78666666666668,38.74166666666667,23.501666666666665,9.113333333333333,21.735,45.395,12.666666666666666,62.166666666666664,37.151666666666664,14.671666666666667,5.06,5.84,0,AVERAGE,MEDIUM_RISK
STU00343,IT,M,2023,MEDIUM,81.295,43.175,23.634999999999998,13.245000000000001,22.502499999999998,46.230000000000004,40.0,70.75,47.230000000000004,15.0175,6.9,6.27,0,AVERAGE,MEDIUM_RISK
STU00344,ECE,F,2024,MEDIUM,80.065,46.965,22.083333333333332,14.081666666666665,24.706666666666667,62.10833333333333,27.5,87.83333333333333,51.778333333333336,15.163333333333334,7.16,7.39,0,GOOD,LOW_RISK
STU00345,IT,F,2024,HIGH,77.75,50.0,25.0,14.370000000000001,23.325,59.129999999999995,33.75,87.25,54.08,24.662499999999998,7.34,7.5,0,GOOD,LOW_RISK
STU00346,ECE,F,2023,LOW,76.88333333333334,46.27166666666667,21.488333333333333,11.270000000000001,20.411666666666665,53.48666666666667,29.833333333333332,79.33333333333333,48.12166666666667,24.30333333333333,7.14,6.98,0,GOOD,LOW_RISK
STU00347,MECH,F,2024,LOW,64.89,36.89333333333334,22.583333333333332,12.076666666666668,20.543333333333333,54.39666666666667,25.333333333333332,70.33333333333333,47.556666666666665,12.536666666666667,7.36,6.2,0,GOOD,LOW_RISK
STU00348,MECH,F,2021,LOW,80.0,42.415000000000006,24.490000000000002,14.33,24.310000000000002,46.945,11.5,46.5,32.39,17.48,5.12,6.39,0,AVERAGE,MEDIUM_RISK
STU00349,MECH,F,2022,HIGH,81.17333333333333,40.96333333333333,22.566666666666666,13.693333333333333,22.596666666666664,54.59666666666667,34.333333333333336,21.0,32.14,23.873333333333335,7.44,6.72,0,GOOD,LOW_RISK
STU00350,MECH,M,2024,MEDIUM,80.52666666666666,50.0,22.62,15.0,21.253333333333334,67.82666666666667,19.0,73.0,56.723333333333336,15.433333333333332,7.59,8.07,0,GOOD,LOW_RISK
STU00351,ECE,M,2023,LOW,64.705,39.9,19.57,10.025,24.65,49.975,14.5,65.5,37.82,27.88,4.78,5.86,0,AT_RISK,HIGH_RISK
STU00352,IT,M,2022,HIGH,80.28999999999999,48.97,22.35,15.0,20.375,61.995000000000005,28.0,53.0,41.38,22.485,9.16,8.53,0,EXCELLENT,LOW_RISK
STU00353,EEE,M,2022,HIGH,90.892,50.0,24.259999999999998,14.138,25.0,80.946,49.0,97.2,74.6,29.913999999999998,9.99,9.0,0,EXCELLENT,LOW_RISK
STU00354,CSE,F,2022,LOW,80.37333333333333,50.0,23.28,14.33,23.435000000000002,55.21666666666667,31.333333333333332,82.83333333333333,48.08166666666667,26.84166666666667,6.83,7.63,0,AVERAGE,MEDIUM_RISK
STU00355,EEE,F,2024,LOW,95.35249999999999,50.0,24.56,14.5775,25.0,85.595,57.5,157.25,93.2025,36.2175,9.53,9.18,0,EXCELLENT,LOW_RISK
STU00356,MECH,F,2023,HIGH,93.50999999999999,50.0,25.0,15.0,25.0,61.72,54.0,41.5,52.015,21.965,7.34,7.72,0,GOOD,LOW_RISK
STU00357,EEE,M,2022,LOW,76.765,44.08,23.615000000000002,9.89,21.130000000000003,55.715,22.5,49.0,45.32,22.005000000000003,6.58,5.97,0,AVERAGE,MEDIUM_RISK
STU00358,ECE,M,2024,HIGH,81.50666666666666,50.0,25.0,13.843333333333334,25.0,76.42,44.0,112.33333333333333,77.7,36.23333333333333,9.83,8.57,0,EXCELLENT,LOW_RISK
STU00359,ECE,F,2023,HIGH,80.2925,50.0,24.3325,14.725,23.3,66.67750000000001,32.75,89.5,59.34,30.2875,7.74,7.9,0,GOOD,LOW_RISK
STU00360,MECH,M,2023,LOW,79.3825,39.265,23.9675,14.21,22.17,67.1725,14.75,57.0,54.32,15.96,5.54,6.32,0,AVERAGE,MEDIUM_RISK
STU00361,ECE,F,2024,HIGH,97.005,50.0,25.0,15.0,25.0,88.67833333333334,60.0,156.66666666666666,97.36333333333334,42.915,10.0,9.42,0,EXCELLENT,LOW_RISK
STU00362,ECE,F,2024,MEDIUM,83.32499999999999,49.1625,22.8775,11.2625,22.009999999999998,52.7575,29.25,75.5,50.165,24.8675,7.25,7.06,0,GOOD,LOW_RISK
STU00363,EEE,M,2023,LOW,85.91666666666667,50.0,25.0,9.803333333333333,23.153333333333336,86.24333333333334,55.333333333333336,133.66666666666666,68.76333333333334,18.94666666666667,8.78,9.19,0,EXCELLENT,LOW_RISK
STU00364,ECE,M,2024,LOW,68.3025,42.56,21.5425,14.8425,21.1375,46.5325,17.5,52.5,39.2375,15.39,6.46,6.35,0,AVERAGE,MEDIUM_RISK
STU00365,EEE,F,2021,HIGH,84.66999999999999,50.0,24.076,14.468,24.416,63.815999999999995,40.2,110.6,61.282000000000004,25.742,8.96,8.03,0,EXCELLENT,LOW_RISK
STU00366,CSE,M,2023,HIGH,78.49166666666666,41.23,20.013333333333332,11.238333333333335,21.721666666666668,48.99666666666667,17.0,39.666666666666664,40.59166666666667,13.471666666666666,5.14,6.13,0,AVERAGE,MEDIUM_RISK
STU00367,MECH,F,2023,LOW,83.0125,49.605000000000004,18.1875,9.2075,24.985,70.77250000000001,26.5,78.5,66.52000000000001,30.4225,8.5,7.82,0,EXCELLENT,LOW_RISK
STU00368,EEE,F,2023,HIGH,67.12,48.45,21.85,11.775,25.0,47.945,18.5,23.5,43.335,31.064999999999998,6.05,6.46,0,AVERAGE,MEDIUM_RISK
STU00369,CIVIL,M,2023,MEDIUM,86.13199999999999,50.0,25.0,14.59,25.0,67.59,44.4,123.6,72.356,21.474,9.67,8.05,0,EXCELLENT,LOW_RISK
STU00370,EEE,F,2021,MEDIUM,84.11500000000001,50.0,25.0,15.0,23.64,72.53999999999999,48.5,85.0,65.455,35.46,9.15,8.46,0,EXCELLENT,LOW_RISK
STU00371,ECE,M,2022,HIGH,87.04833333333333,49.126666666666665,23.513333333333332,15.0,23.939999999999998,77.22166666666666,42.666666666666664,121.0,73.02,24.563333333333333,8.61,8.7,0,EXCELLENT,LOW_RISK
STU00372,CIVIL,F,2024,LOW,71.595,37.04666666666667,15.368333333333332,12.165,19.271666666666665,35.08166666666667,22.833333333333332,61.5,33.449999999999996,11.733333333333334,4.56,4.89,0,AT_RISK,HIGH_RISK
STU00373,EEE,M,2021,MEDIUM,78.75,48.19,25.0,14.64,25.0,69.045,24.5,89.0,58.94,29.045,8.82,8.35,0,EXCELLENT,LOW_RISK
STU00374,CSE,F,2021,LOW,91.14333333333333,50.0,24.613333333333333,14.92,25.0,80.25833333333334,46.333333333333336,116.0,89.315,35.88333333333333,9.36,8.66,0,EXCELLENT,LOW_RISK
STU00375,IT,M,2022,MEDIUM,83.82499999999999,50.0,21.384999999999998,14.870000000000001,22.555,66.345,36.5,96.5,66.32,16.28,7.45,8.4,0,GOOD,LOW_RISK
STU00376,CSE,F,2022,MEDIUM,65.752,36.263999999999996,11.258,7.688,15.447999999999999,30.238,3.2,15.8,12.424000000000001,2.984,5.49,4.53,0,AVERAGE,MEDIUM_RISK
STU00377,CSE,F,2024,LOW,73.834,47.3,20.009999999999998,13.056000000000001,24.652,60.168000000000006,33.8,78.0,39.906,18.728,8.55,7.3,0,EXCELLENT,LOW_RISK
STU00378,IT,M,2024,MEDIUM,82.67333333333333,49.81333333333333,24.781666666666666,12.163333333333334,25.0,71.16666666666667,31.333333333333332,128.0,77.35833333333333,34.38333333333333,8.77,8.09,0,EXCELLENT,LOW_RISK
STU00379,MECH,F,2021,LOW,85.61166666666666,50.0,24.291666666666668,12.565,24.606666666666666,61.09833333333333,59.833333333333336,111.83333333333333,71.82166666666667,32.08833333333334,7.31,7.53,0,GOOD,LOW_RISK
STU00380,MECH,F,2021,HIGH,67.835,45.21,21.725,15.0,18.427500000000002,41.237500000000004,20.5,48.75,43.152499999999996,10.7325,2.79,5.81,0,AT_RISK,HIGH_RISK
STU00381,CIVIL,M,2021,MEDIUM,87.9025,50.0,22.0375,15.0,23.9425,74.2775,29.75,92.0,65.5575,24.282500000000002,8.47,8.53,0,GOOD,LOW_RISK
STU00382,EEE,M,2024,MEDIUM,75.84,49.345,25.0,14.965,25.0,68.475,20.5,69.0,63.495,25.505,7.25,8.09,0,GOOD,LOW_RISK
STU00383,CIVIL,F,2021,LOW,70.78,50.0,23.54,12.405,21.075,45.135,23.25,45.75,48.879999999999995,13.245,6.99,6.7,0,AVERAGE,MEDIUM_RISK
STU00384,EEE,M,2023,HIGH,84.73333333333333,50.0,25.0,15.0,25.0,67.50333333333333,35.666666666666664,80.33333333333333,78.59333333333335,28.506666666666664,8.44,8.38,0,GOOD,LOW_RISK
STU00385,EEE,M,2022,HIGH,84.805,50.0,24.325,14.685,25.0,64.565,38.75,109.25,65.5775,30.3075,7.59,8.12,0,GOOD,LOW_RISK
STU00386,IT,F,2024,HIGH,90.42666666666666,50.0,25.0,14.046666666666667,25.0,53.32,52.0,109.66666666666667,68.59333333333333,26.88,6.79,7.44,0,AVERAGE,MEDIUM_RISK
STU00387,MECH,M,2022,HIGH,86.77666666666666,49.37833333333333,25.0,14.565,24.598333333333333,68.04166666666667,45.833333333333336,108.5,71.01166666666667,28.363333333333333,7.48,8.22,0,GOOD,LOW_RISK
STU00388,IT,F,2021,HIGH,83.54499999999999,50.0,25.0,15.0,25.0,77.7475,48.75,104.75,85.94,35.595,7.91,8.54,0,GOOD,LOW_RISK
STU00389,CIVIL,M,2021,LOW,75.33,41.24333333333333,16.62,9.716666666666667,21.423333333333332,46.77,22.0,47.333333333333336,24.94333333333333,21.18,5.89,5.81,0,AVERAGE,MEDIUM_RISK
STU00390,ECE,F,2022,HIGH,73.71000000000001,42.556,24.576,12.190000000000001,21.23,57.34400000000001,14.0,73.0,33.456,7.35,7.26,7.0,0,GOOD,LOW_RISK
STU00391,EEE,M,2023,LOW,85.4725,50.0,25.0,15.0,25.0,70.265,51.0,129.75,84.85249999999999,32.17,8.19,8.55,0,GOOD,LOW_RISK
STU00392,ECE,F,2023,LOW,58.18666666666667,49.21666666666667,21.933333333333334,13.143333333333333,20.78,55.75333333333333,20.666666666666668,58.0,34.72666666666667,15.600000000000001,7.26,7.03,0,GOOD,LOW_RISK
STU00393,MECH,F,2023,LOW,71.015,42.025,19.105,15.0,23.195,60.335,27.5,49.0,25.349999999999998,8.344999999999999,7.76,7.04,0,GOOD,LOW_RISK
STU00394,EEE,M,2024,MEDIUM,85.035,50.0,24.15,15.0,25.0,70.35,44.5,108.5,65.36,24.83,8.9,8.43,0,EXCELLENT,LOW_RISK
STU00395,IT,F,2023,MEDIUM,80.4,50.0,23.656,13.882,22.732,60.948,38.6,97.8,57.974000000000004,25.714,7.45,7.72,0,GOOD,LOW_RISK
STU00396,CIVIL,F,2022,MEDIUM,55.870000000000005,27.695,20.485,10.85,13.4,32.315,5.5,14.0,0.0,2.51,6.04,4.06,0,AVERAGE,MEDIUM_RISK
STU00397,MECH,M,2022,HIGH,74.578,37.528,23.572,11.681999999999999,22.546,70.606,23.6,46.6,34.354,16.272,7.28,7.05,0,GOOD,LOW_RISK
STU00398,IT,F,2022,HIGH,80.66666666666667,50.0,23.263333333333332,15.0,25.0,76.32666666666667,36.666666666666664,110.33333333333333,86.41666666666667,30.663333333333338,9.06,9.2,0,EXCELLENT,LOW_RISK
STU00399,EEE,F,2021,MEDIUM,79.65333333333332,50.0,25.0,11.589999999999998,24.263333333333332,70.44333333333333,41.333333333333336,96.66666666666667,67.47666666666667,22.63,8.3,8.36,0,GOOD,LOW_RISK
STU00400,CSE,M,2023,LOW,82.9375,50.0,24.795,14.66,24.2825,66.4375,35.75,92.75,66.59,34.917500000000004,8.03,8.24,0,GOOD,LOW_RISK
STU00401,CSE,M,2022,LOW,89.392,50.0,24.162,15.0,25.0,78.598,57.4,133.8,77.964,28.174,9.89,8.8,0,EXCELLENT,LOW_RISK
STU00402,CIVIL,M,2022,MEDIUM,88.704,50.0,24.869999999999997,15.0,25.0,66.76599999999999,42.0,121.2,73.638,29.256,8.08,7.75,0,GOOD,LOW_RISK
STU00403,ECE,M,2021,HIGH,58.004,33.038,18.026,8.884,16.014000000000003,22.060000000000002,0.2,4.0,8.16,7.172,5.06,3.91,0,AVERAGE,MEDIUM_RISK
STU00404,CIVIL,M,2022,MEDIUM,86.47200000000001,50.0,25.0,15.0,23.253999999999998,70.4,52.0,118.4,78.238,35.836,8.7,8.08,0,EXCELLENT,LOW_RISK
STU00405,CIVIL,F,2023,MEDIUM,77.80666666666667,45.086666666666666,16.76,13.833333333333334,23.62,54.596666666666664,28.666666666666668,70.66666666666667,49.76666666666667,22.80666666666667,6.81,7.1,0,AVERAGE,MEDIUM_RISK
STU00406,CIVIL,F,2021,MEDIUM,76.295,48.44,25.0,12.49,25.0,54.535,25.5,92.0,48.165,28.06,7.23,6.93,0,GOOD,LOW_RISK
STU00407,MECH,F,2024,LOW,61.8,32.772,11.918000000000001,9.744,17.804,41.62,8.8,35.6,17.328,14.976000000000003,6.38,5.24,0,AVERAGE,MEDIUM_RISK
STU00408,CSE,M,2023,LOW,77.09200000000001,49.68,22.928,14.330000000000002,23.012,63.58,43.4,94.0,61.7,24.003999999999998,6.98,7.7,0,AVERAGE,MEDIUM_RISK
STU00409,MECH,F,2022,MEDIUM,86.42166666666667,49.20666666666667,24.180000000000003,14.645000000000001,23.23,71.12666666666667,43.333333333333336,103.5,77.00166666666667,38.736666666666665,8.23,8.31,0,GOOD,LOW_RISK
STU00410,CIVIL,M,2023,MEDIUM,80.57249999999999,50.0,24.69,13.95,23.622500000000002,57.3075,52.25,82.75,64.395,28.052500000000002,7.58,7.83,0,GOOD,LOW_RISK
STU00411,CIVIL,F,2022,HIGH,72.834,41.257999999999996,23.7,14.896,22.918,42.333999999999996,25.4,44.8,33.124,9.564,6.08,5.96,0,AVERAGE,MEDIUM_RISK
STU00412,ECE,F,2021,HIGH,85.5475,50.0,25.0,15.0,25.0,67.59,38.0,123.75,69.3675,26.0975,8.49,8.26,0,GOOD,LOW_RISK
STU00413,EEE,M,2021,MEDIUM,66.41,47.45,23.45,8.459999999999999,20.495,48.71,24.0,67.5,49.365,11.105,6.99,6.68,0,AVERAGE,MEDIUM_RISK
STU00414,CSE,M,2022,HIGH,76.29249999999999,48.015,23.7625,13.165,24.2975,55.427499999999995,36.0,86.0,47.879999999999995,17.4225,6.83,7.36,0,AVERAGE,MEDIUM_RISK
STU00415,CSE,F,2024,MEDIUM,92.43666666666667,50.0,25.0,11.946666666666667,23.656666666666666,66.67333333333333,37.333333333333336,94.33333333333333,87.38333333333333,29.793333333333333,8.22,7.85,0,GOOD,LOW_RISK
STU00416,CSE,F,2021,LOW,70.966,42.730000000000004,17.524,11.586,18.438,40.178,15.6,15.6,31.48,16.14,5.56,5.64,0,AVERAGE,MEDIUM_RISK
STU00417,CSE,F,2024,HIGH,100.0,50.0,25.0,15.0,25.0,70.725,67.5,155.0,75.11500000000001,35.085,6.97,7.5,0,AVERAGE,MEDIUM_RISK
STU00418,ECE,M,2022,LOW,72.21499999999999,39.50666666666667,20.976666666666667,11.985,18.978333333333335,51.085,19.833333333333332,35.833333333333336,26.125,10.493333333333334,6.07,6.11,0,AVERAGE,MEDIUM_RISK
STU00419,MECH,F,2024,MEDIUM,78.47333333333334,43.98666666666667,15.88,14.376666666666667,18.30666666666667,40.78666666666667,19.333333333333332,62.0,29.5,24.14,6.08,6.01,0,AVERAGE,MEDIUM_RISK
STU00420,EEE,M,2022,LOW,81.13499999999999,49.92,18.555,10.85,25.0,56.690000000000005,26.0,74.0,49.76,18.29,6.78,7.34,0,AVERAGE,MEDIUM_RISK
STU00421,EEE,M,2021,MEDIUM,62.34166666666667,32.655,21.128333333333334,10.275,17.87,42.445,6.833333333333333,35.833333333333336,29.055000000000003,10.840000000000002,5.02,5.65,1,AVERAGE,MEDIUM_RISK
STU00422,CSE,F,2021,HIGH,89.7525,49.707499999999996,25.0,15.0,25.0,74.2475,45.5,139.25,77.22,31.542499999999997,8.43,8.17,0,GOOD,LOW_RISK
STU00423,EEE,F,2023,HIGH,74.425,44.305,14.295000000000002,10.495000000000001,24.369999999999997,59.345,22.5,42.0,43.78,27.18,7.58,7.14,0,GOOD,LOW_RISK
STU00424,ECE,M,2022,LOW,86.616,50.0,23.634,14.1,24.82,75.522,45.8,151.2,78.758,30.863999999999997,9.05,8.57,0,EXCELLENT,LOW_RISK
STU00425,CSE,M,2023,LOW,71.82333333333334,47.97833333333333,19.646666666666665,14.381666666666666,24.72,49.958333333333336,27.0,54.5,40.715,12.383333333333333,6.52,6.97,0,AVERAGE,MEDIUM_RISK
STU00426,MECH,M,2021,LOW,75.53,49.16,20.673333333333332,12.796666666666667,25.0,82.25,36.0,90.66666666666667,44.28333333333333,23.213333333333335,9.31,8.56,0,EXCELLENT,LOW_RISK
STU00427,CSE,F,2023,LOW,65.10666666666667,48.68,20.986666666666668,14.736666666666666,18.83,42.10333333333333,12.0,17.666666666666668,31.256666666666664,10.71,7.18,6.46,0,GOOD,LOW_RISK
STU00428,EEE,F,2023,LOW,100.0,50.0,25.0,15.0,25.0,78.945,48.0,97.5,93.5,25.174999999999997,8.0,8.78,0,GOOD,LOW_RISK
STU00429,IT,M,2023,HIGH,75.042,49.763999999999996,24.946,14.613999999999999,23.836000000000002,76.976,24.4,89.2,57.386,24.046,8.32,8.46,0,GOOD,LOW_RISK
STU00430,MECH,M,2024,HIGH,75.94,50.0,25.0,13.229999999999999,25.0,67.48333333333333,30.333333333333332,90.66666666666667,54.913333333333334,27.643333333333334,7.15,7.98,0,GOOD,LOW_RISK
STU00431,CIVIL,F,2022,LOW,74.03999999999999,48.2625,21.485,13.1425,23.595,62.07,31.0,83.75,60.17,18.544999999999998,7.38,7.32,0,GOOD,LOW_RISK
STU00432,EEE,M,2024,LOW,58.0125,30.78,16.3925,7.89,17.5825,36.2725,10.0,3.25,11.6525,8.907499999999999,4.06,4.72,0,AT_RISK,HIGH_RISK
STU00433,EEE,M,2021,MEDIUM,76.8875,47.96,23.8525,10.83,23.1675,53.7475,22.5,86.25,39.4925,18.2275,7.96,7.04,0,GOOD,LOW_RISK
STU00434,EEE,M,2024,MEDIUM,75.95666666666666,40.45333333333333,18.959999999999997,15.0,20.24,46.91,24.333333333333332,63.333333333333336,32.4,6.283333333333334,6.95,5.94,0,AVERAGE,MEDIUM_RISK
STU00435,MECH,M,2024,MEDIUM,85.59666666666668,50.0,24.833333333333332,15.0,24.796666666666667,67.08666666666666,46.666666666666664,82.0,56.443333333333335,26.043333333333333,8.32,8.02,0,GOOD,LOW_RISK
STU00436,ECE,M,2024,LOW,77.56666666666666,48.85333333333333,25.0,14.526666666666666,22.63,57.873333333333335,23.0,86.66666666666667,52.21,30.336666666666662,8.04,7.5,0,GOOD,LOW_RISK
