student_id,department,gender,admission_year,entrance_score_band,attendance_percentage,internal_marks,assignment_marks,quiz_marks,lab_marks,final_marks,login_count,content_views,assignment_submission_rate,average_session_minutes,gpa,cgpa,backlogs,academic_status,student_risk,pc1,pc2,cluster
STU00273,EEE,M,2024,LOW,55.92666666666667,24.49,12.75,10.323333333333332,12.31,28.44666666666667,13.0,17.666666666666668,2.4033333333333333,2.23,3.83,3.51,1,AT_RISK,HIGH_RISK,-8.037512973414142,2.163008318820025,1
STU00274,CSE,M,2023,HIGH,74.43666666666667,31.973333333333333,21.72,11.666666666666666,19.38,54.833333333333336,3.6666666666666665,66.66666666666667,18.7,8.286666666666667,5.56,5.8,0,AVERAGE,MEDIUM_RISK,-3.150142541317553,-0.46877218797732834,1
STU00275,CSE,F,2023,MEDIUM,64.08333333333333,47.94,23.02333333333333,14.660000000000002,19.923333333333336,50.13666666666666,18.666666666666668,51.0,27.35,14.926666666666668,5.88,6.94,0,AVERAGE,MEDIUM_RISK,-1.5598094251191963,-0.984490092474649,1
STU00276,CIVIL,M,2024,HIGH,89.05799999999999,49.59,25.0,11.964,25.0,66.228,42.0,73.0,65.292,26.136000000000003,8.17,7.96,0,GOOD,LOW_RISK,2.1862049435484763,0.11668342671000691,0
STU00277,IT,F,2021,LOW,87.5325,50.0,22.13,14.2675,25.0,62.47,39.5,78.0,51.81,26.6825,7.32,7.65,0,GOOD,LOW_RISK,1.6854857357371864,0.027908383544127148,0
STU00278,MECH,M,2024,LOW,65.765,31.7425,18.99,10.495,15.025,34.212500000000006,16.25,11.0,25.65,5.655,4.37,4.56,0,AT_RISK,HIGH_RISK,-5.326674821641031,-0.5371001746778973,1
STU00279,ECE,F,2021,MEDIUM,65.30333333333333,38.61333333333334,22.28333333333333,7.156666666666666,19.15333333333333,46.45666666666667,9.0,2.6666666666666665,12.92,8.64,7.15,6.16,0,GOOD,LOW_RISK,-3.900907584206376,-1.099490886824351,1
STU00280,CIVIL,M,2024,LOW,69.704,45.366,21.238,14.976,22.882,52.74400000000001,22.0,65.0,37.198,22.432,6.66,6.85,0,AVERAGE,MEDIUM_RISK,-0.6105290792290032,-0.5947240343373289,1
STU00281,EEE,F,2021,HIGH,88.42,50.0,25.0,15.0,25.0,82.485,56.5,121.0,81.735,24.915,9.99,9.05,0,EXCELLENT,LOW_RISK,4.396506234052816,0.3648257333254723,0
STU00282,IT,M,2023,HIGH,83.25833333333334,50.0,25.0,13.255,24.57333333333333,65.36166666666666,41.333333333333336,102.33333333333331,71.50333333333333,26.596666666666664,8.55,7.98,0,EXCELLENT,LOW_RISK,2.510577800292447,0.09740058967058489,0
STU00283,EEE,F,2022,MEDIUM,67.63,32.67,14.19,8.82,14.965,27.705,7.5,45.5,21.335,13.14,4.27,4.32,0,AT_RISK,HIGH_RISK,-5.730317673100197,-0.17375323527640532,1
STU00284,ECE,M,2021,HIGH,82.4875,49.2375,21.75,14.205,21.775,73.37,22.25,78.25,67.6,25.7875,8.07,8.19,0,GOOD,LOW_RISK,1.55561315287087,-0.09305142817422056,0
STU00285,ECE,M,2021,MEDIUM,85.965,48.99,17.92,15.0,23.945,31.14,23.0,27.5,29.385,11.46,6.83,6.04,0,AVERAGE,MEDIUM_RISK,-1.43481302195152,-0.9065181694340819,1
STU00286,MECH,F,2021,HIGH,82.164,49.068,23.944,14.742,24.396,60.034000000000006,36.8,111.2,65.852,27.8,6.52,7.64,0,AVERAGE,MEDIUM_RISK,1.8399773338475878,0.21885720357480193,0
STU00287,EEE,M,2023,HIGH,86.585,50.0,25.0,15.0,25.0,70.825,59.0,165.5,83.08500000000001,30.12,7.72,8.01,0,GOOD,LOW_RISK,3.9555852049964626,0.8625031299665767,0
STU00288,CIVIL,F,2024,MEDIUM,82.685,50.0,24.23,11.955,23.325,60.84,39.5,91.5,57.98,18.485,6.92,7.2,0,AVERAGE,MEDIUM_RISK,1.012086846291149,0.018336896637598722,0
STU00289,MECH,F,2023,LOW,64.48833333333333,25.99833333333333,17.328333333333333,7.760000000000001,17.576666666666664,37.53,7.333333333333333,7.166666666666667,3.4066666666666663,4.758333333333334,4.01,4.35,0,AT_RISK,HIGH_RISK,-6.442374102980548,-0.5427372355679734,1
STU00290,IT,F,2022,MEDIUM,90.015,50.0,19.755,10.555,24.8,76.33,31.5,116.0,73.32499999999999,36.48,7.61,8.3,0,GOOD,LOW_RISK,2.4298482331167075,0.7932974307841908,0
STU00291,MECH,M,2023,MEDIUM,83.13666666666667,50.0,25.0,15.0,24.83333333333333,65.73333333333333,54.66666666666666,113.66666666666669,63.31666666666666,21.736666666666665,7.18,7.56,0,GOOD,LOW_RISK,2.45816410779273,0.22753758150257203,0
STU00292,ECE,F,2024,MEDIUM,66.71,37.995000000000005,23.26,12.775,22.635,35.635,17.0,46.0,18.495,5.470000000000001,5.02,4.7,0,AVERAGE,MEDIUM_RISK,-3.419231551120396,-0.9496488543230789,1
STU00293,IT,F,2024,LOW,70.06333333333333,48.78666666666667,17.383333333333336,12.53,23.956666666666667,57.01,23.666666666666668,74.33333333333333,42.60333333333333,12.923333333333332,8.47,7.75,0,GOOD,LOW_RISK,-0.3265156141189108,-0.7107172308164215,1
STU00294,EEE,M,2024,LOW,80.045,49.7175,20.665,13.7,24.4925,77.5625,46.5,82.0,57.7525,25.2375,8.64,7.54,0,EXCELLENT,LOW_RISK,1.9898749912564477,0.05188978379585008,0
STU00295,CSE,M,2022,LOW,57.7,29.87,13.0,8.416,11.956,34.538,4.2,6.6,9.56,3.144,5.35,4.47,1,AVERAGE,MEDIUM_RISK,-7.4253706984454,1.9397453445519508,1
STU00296,ECE,M,2021,LOW,71.69833333333334,47.405,20.92333333333333,13.358333333333334,18.94333333333333,43.49166666666667,17.833333333333332,33.833333333333336,29.933333333333337,14.135,5.12,6.37,0,AVERAGE,MEDIUM_RISK,-2.300561759085619,-0.7537726236367865,1
STU00297,IT,F,2021,HIGH,78.4,44.295,25.0,12.955,18.19,53.325,23.5,43.5,34.475,8.934999999999999,6.14,6.59,0,AVERAGE,MEDIUM_RISK,-1.4480010423872156,-0.6367976624733065,1
STU00298,MECH,F,2024,LOW,72.015,44.225,19.795,11.565,12.635,48.455,0.5,35.0,26.06,22.315,5.72,6.12,0,AVERAGE,MEDIUM_RISK,-3.237243726099588,-0.558532115866951,1
STU00299,CIVIL,F,2023,MEDIUM,78.4975,50.0,25.0,13.1125,24.24,81.0,47.75,109.0,70.9875,21.2325,7.44,8.85,0,GOOD,LOW_RISK,2.6779813440195706,0.24709697919564583,0
STU00300,EEE,M,2022,LOW,83.695,50.0,25.0,15.0,25.0,68.39,44.5,88.0,74.73,30.765,7.3,7.36,0,GOOD,LOW_RISK,2.531669975378256,0.2398314904630935,0
STU00301,MECH,M,2023,MEDIUM,82.03166666666667,50.0,23.655,14.953333333333331,25.0,74.43666666666667,38.16666666666666,128.83333333333334,66.97500000000001,31.99833333333333,8.41,8.69,0,GOOD,LOW_RISK,3.1960844048491706,0.25608160379916156,0
STU00302,EEE,F,2024,HIGH,78.8325,50.0,23.69,13.855,20.9775,65.385,27.75,58.25,49.6575,26.7475,7.35,7.85,0,GOOD,LOW_RISK,0.82532027976402,-0.3139513533779752,0
STU00303,CIVIL,M,2022,HIGH,79.28166666666667,48.59166666666667,23.76,14.918333333333337,25.0,73.7,44.66666666666666,104.16666666666669,68.165,34.3,8.11,8.53,0,GOOD,LOW_RISK,2.94426668655679,0.27182642521609457,0
STU00304,EEE,F,2023,LOW,90.464,50.0,25.0,13.457999999999998,25.0,80.138,54.8,139.8,90.676,35.824,9.29,8.93,0,EXCELLENT,LOW_RISK,4.63844346426152,0.8706882146466327,0
STU00305,ECE,F,2022,LOW,87.3825,50.0,21.3975,14.4925,24.2225,69.72,58.0,96.75,72.5875,28.195,8.29,8.06,0,GOOD,LOW_RISK,2.9056590612879405,0.4774148401000443,0
STU00306,ECE,M,2022,HIGH,79.66,50.0,25.0,14.156666666666666,23.75,68.38,44.0,121.66666666666669,75.63666666666667,29.346666666666668,7.55,7.96,0,GOOD,LOW_RISK,2.639788474479846,0.3412385243788927,0
STU00307,CIVIL,F,2022,HIGH,89.54400000000001,50.0,25.0,15.0,25.0,90.278,54.0,126.4,82.31,38.814,8.5,9.47,0,EXCELLENT,LOW_RISK,4.828795608256165,0.8489318916656848,0
STU00308,EEE,F,2024,MEDIUM,70.70666666666666,44.93333333333334,23.83,12.056666666666668,17.186666666666664,49.10333333333333,23.33333333333333,95.33333333333331,43.65,11.973333333333334,5.84,6.44,0,AVERAGE,MEDIUM_RISK,-1.492880482538202,-0.31349193598418884,1
STU00309,ECE,M,2023,HIGH,74.995,48.60666666666666,20.02,12.806666666666668,19.005,50.05,25.166666666666668,93.16666666666669,44.44833333333333,13.678333333333333,7.01,7.21,0,GOOD,LOW_RISK,-0.7061958735635948,-0.362072520107335,1
STU00310,ECE,F,2022,MEDIUM,61.225,18.0775,8.0775,6.215,15.4075,27.7875,5.0,18.0,12.3,11.8725,3.47,3.3,1,AT_RISK,HIGH_RISK,-8.567639696268628,2.852724144336786,1
STU00311,CSE,M,2022,HIGH,76.27,46.88666666666666,24.616666666666664,14.913333333333334,22.13,51.13999999999999,24.0,75.33333333333333,44.41333333333333,18.16,7.56,6.97,0,GOOD,LOW_RISK,0.12714954153424948,-0.6466324775311837,1
STU00312,MECH,M,2023,MEDIUM,80.65,47.35,24.57,15.0,21.05,67.815,34.0,68.5,50.755,18.025,8.28,8.2,0,GOOD,LOW_RISK,1.260850212983731,-0.41299198015260813,0
STU00313,ECE,F,2023,LOW,67.0,40.305,23.275,14.1375,20.762500000000003,58.42,20.0,51.5,25.2375,10.0075,6.86,6.74,0,AVERAGE,MEDIUM_RISK,-1.5942070432507742,-0.8946676558943348,1
STU00314,IT,M,2022,LOW,84.116,49.928,25.0,15.0,24.922,62.578,39.8,97.8,67.768,28.876,7.31,7.71,0,GOOD,LOW_RISK,2.3315097992569798,0.11817642847359465,0
STU00315,IT,F,2021,HIGH,83.52666666666666,48.4,25.0,13.773333333333332,25.0,78.40666666666667,49.0,90.0,65.38,29.63,8.07,8.86,0,GOOD,LOW_RISK,3.014677973111456,0.27862011221527266,0
STU00316,EEE,F,2022,MEDIUM,93.51,50.0,25.0,15.0,25.0,91.44,42.0,163.0,100.0,39.68666666666667,9.28,9.34,0,EXCELLENT,LOW_RISK,5.437737249957597,1.0263635037852687,0
STU00317,CIVIL,M,2023,MEDIUM,72.24666666666667,49.39333333333334,21.55,12.96,24.096666666666664,55.94,30.0,70.33333333333333,56.75666666666666,20.71333333333333,7.77,7.67,0,GOOD,LOW_RISK,0.482718377730375,-0.4513635916023756,1
STU00318,MECH,F,2024,LOW,65.33,39.836666666666666,12.68,10.216666666666669,23.146666666666665,41.81333333333333,6.333333333333333,46.0,27.896666666666665,18.08,4.91,5.77,0,AT_RISK,HIGH_RISK,-3.7320827052163383,-0.40580685306456277,1
STU00319,CIVIL,F,2024,HIGH,74.955,50.0,22.545,15.0,25.0,69.965,49.0,93.0,51.19,19.85,8.87,8.2,0,EXCELLENT,LOW_RISK,2.0990519649914043,-0.3029243273944412,0
STU00320,MECH,M,2023,MEDIUM,90.0,50.0,24.255000000000003,13.04,24.675,65.725,53.0,117.5,74.49000000000001,33.925,8.47,7.96,0,GOOD,LOW_RISK,3.265392945541783,0.6250164653983216,0
STU00321,IT,F,2021,HIGH,86.79,48.14333333333334,25.0,11.986666666666666,24.41333333333333,63.98666666666667,34.666666666666664,101.0,67.37666666666667,22.096666666666664,8.41,7.94,0,GOOD,LOW_RISK,1.9857304162108216,0.07188581395705244,0
STU00322,CIVIL,F,2022,HIGH,70.57,48.715,25.0,11.065,23.69,61.42,31.0,87.0,61.25,23.96,8.31,7.8,0,GOOD,LOW_RISK,0.982377924940098,-0.29949112470249206,0
STU00323,IT,F,2024,HIGH,84.57166666666667,48.47666666666667,25.0,14.97,23.655,65.71333333333334,36.833333333333336,122.83333333333331,78.42166666666667,24.168333333333333,7.68,7.84,0,GOOD,LOW_RISK,2.5047516499680245,0.2418961814651619,0
STU00324,ECE,F,2022,LOW,80.288,49.092,23.658,13.264,23.008,56.146,28.8,84.8,45.752,18.044,5.78,6.96,0,AVERAGE,MEDIUM_RISK,0.12483761758380561,-0.20539692425659925,1
STU00325,CIVIL,F,2021,MEDIUM,70.64666666666666,43.80666666666667,22.33,9.186666666666667,20.51333333333333,46.370000000000005,12.333333333333334,17.666666666666668,20.33,10.023333333333332,5.33,6.28,0,AVERAGE,MEDIUM_RISK,-3.1426765985423426,-0.8563169299350553,1
STU00326,ECE,M,2023,HIGH,79.91000000000001,50.0,23.19,14.26,24.08666666666667,53.68333333333334,29.0,86.33333333333333,47.7,17.023333333333333,7.35,7.35,0,GOOD,LOW_RISK,0.687604576263176,-0.4663816272344363,1
STU00327,MECH,F,2021,MEDIUM,74.99333333333333,39.92666666666667,20.26333333333333,12.923333333333332,21.10333333333333,56.43333333333334,22.0,59.333333333333336,32.79666666666667,24.99,7.26,6.96,0,GOOD,LOW_RISK,-0.9361328042704317,-0.27913279685968123,1
STU00328,EEE,F,2023,MEDIUM,75.248,48.188,22.94,14.632,21.368,70.706,27.2,76.4,56.814,23.66,8.04,8.14,0,GOOD,LOW_RISK,1.1649876856819918,-0.3219312424391098,0
STU00329,IT,M,2022,LOW,69.88,43.69,24.155,14.175,22.21,58.035,46.0,104.0,49.725,13.2,6.46,6.75,0,AVERAGE,MEDIUM_RISK,0.15267840104681565,-0.12865364076437033,1
STU00330,IT,F,2024,MEDIUM,90.6375,50.0,25.0,14.2925,24.7275,83.0325,46.75,125.5,90.0425,29.95,9.92,8.84,0,EXCELLENT,LOW_RISK,4.417437775420145,0.5128536811908677,0
STU00331,ECE,M,2021,MEDIUM,76.99,41.215,21.09,12.89,25.0,57.41,15.5,90.0,42.645,14.185,5.01,6.6,0,AVERAGE,MEDIUM_RISK,-0.9979058479492268,-0.16616573499464554,1
STU00332,ECE,F,2022,LOW,78.7825,50.0,25.0,15.0,24.7825,54.35,49.75,91.75,43.32,34.78,6.39,7.07,0,AVERAGE,MEDIUM_RISK,1.60118507480207,0.09523251642867679,0
STU00333,CSE,M,2021,LOW,66.28999999999999,30.49,20.185,9.9875,15.4375,28.83,11.5,54.5,23.6825,12.41,4.2,4.32,0,AT_RISK,HIGH_RISK,-5.081130597633081,-0.26006014950515155,1
STU00334,IT,F,2024,LOW,77.28,37.27333333333333,19.64333333333333,12.27,14.606666666666667,61.60999999999999,38.66666666666666,31.33333333333333,35.51666666666667,18.87,7.48,6.82,0,GOOD,LOW_RISK,-1.5557255140827722,-0.04110967515994298,0
STU00335,MECH,M,2023,MEDIUM,71.81,44.65,15.35,11.96,19.16,56.04,21.666666666666668,50.0,40.91333333333333,20.146666666666665,7.59,6.6,0,GOOD,LOW_RISK,-1.610204301875044,-0.3495218152597478,1
STU00336,IT,F,2023,LOW,65.99000000000001,31.175,16.505,2.515,20.25,30.415,7.0,4.5,1.355,3.455,4.4,4.34,1,AT_RISK,HIGH_RISK,-7.174045808406819,2.1342427809430022,1
STU00337,CIVIL,F,2021,MEDIUM,63.03666666666667,28.57333333333333,17.046666666666667,9.903333333333334,9.41,29.24,4.666666666666667,3.6666666666666665,6.419999999999999,3.2300000000000004,4.63,4.06,0,AT_RISK,HIGH_RISK,-7.061487706749476,-0.7473659544508875,1
STU00338,IT,F,2023,LOW,64.98,30.345,17.580000000000002,9.49,18.565,42.50833333333333,10.666666666666666,18.0,22.0,7.591666666666666,5.18,4.98,0,AVERAGE,MEDIUM_RISK,-4.936192048675148,-0.5552622387749626,1
STU00339,MECH,F,2022,LOW,76.27,45.78,23.76,13.293333333333337,20.543333333333333,69.35666666666667,22.0,71.0,35.76,24.67333333333333,8.21,7.96,0,GOOD,LOW_RISK,0.47383875002382575,-0.4409503735948411,0
STU00340,ECE,F,2022,LOW,66.376,33.704,14.826,11.26,16.438,41.472,14.4,25.8,16.322,7.482000000000001,6.49,5.23,0,AVERAGE,MEDIUM_RISK,-4.571915414286812,-0.6856719000800641,1
STU00341,CSE,M,2024,MEDIUM,91.03000000000002,50.0,25.0,13.986666666666666,24.53,70.61666666666667,38.333333333333336,82.33333333333333,57.81666666666666,28.6,7.83,8.32,0,GOOD,LOW_RISK,2.545529657741613,0.11434114694326385,0
STU00342,CIVIL,M,2024,LOW,72.78666666666668,38.74166666666667,23.501666666666665,9.113333333333332,21.735,45.395,12.666666666666666,62.16666666666666,37.15166666666666,14.671666666666669,5.06,5.84,0,AVERAGE,MEDIUM_RISK,-2.558853566516067,-0.29672259972253573,1
STU00343,IT,M,2023,MEDIUM,81.295,43.175,23.635,13.245,22.5025,46.23,40.0,70.75,47.23,15.0175,6.9,6.27,0,AVERAGE,MEDIUM_RISK,-0.2834759485459194,-0.2049136485549407,1
STU00344,ECE,F,2024,MEDIUM,80.065,46.965,22.08333333333333,14.081666666666663,24.706666666666667,62.10833333333333,27.5,87.83333333333333,51.778333333333336,15.163333333333334,7.16,7.39,0,GOOD,LOW_RISK,0.6504727971267248,-0.3087745505902074,0
STU00345,IT,F,2024,HIGH,77.75,50.0,25.0,14.37,23.325,59.13,33.75,87.25,54.08,24.6625,7.34,7.5,0,GOOD,LOW_RISK,1.272259148153615,-0.2621460456250407,0
STU00346,ECE,F,2023,LOW,76.88333333333334,46.27166666666667,21.488333333333333,11.27,20.411666666666665,53.48666666666667,29.83333333333333,79.33333333333333,48.12166666666667,24.30333333333333,7.14,6.98,0,GOOD,LOW_RISK,-0.30660977485274116,-0.0509902164524508,1
STU00347,MECH,F,2024,LOW,64.89,36.89333333333334,22.58333333333333,12.076666666666668,20.543333333333333,54.39666666666667,25.33333333333333,70.33333333333333,47.556666666666665,12.536666666666669,7.36,6.2,0,GOOD,LOW_RISK,-1.5912368086293138,-0.44998116246147285,1
STU00348,MECH,F,2021,LOW,80.0,42.415000000000006,24.49,14.33,24.31,46.945,11.5,46.5,32.39,17.48,5.12,6.39,0,AVERAGE,MEDIUM_RISK,-1.2386283367854865,-0.6398136802422101,1
STU00349,MECH,F,2022,HIGH,81.17333333333333,40.96333333333333,22.566666666666663,13.693333333333332,22.596666666666664,54.59666666666667,34.333333333333336,21.0,32.14,23.87333333333333,7.44,6.72,0,GOOD,LOW_RISK,-0.4788290352555949,-0.4167046787591031,1
STU00350,MECH,M,2024,MEDIUM,80.52666666666666,50.0,22.62,15.0,21.25333333333333,67.82666666666667,19.0,73.0,56.723333333333336,15.433333333333332,7.59,8.07,0,GOOD,LOW_RISK,0.8220696255936943,-0.512263815867189,0
STU00351,ECE,M,2023,LOW,64.705,39.9,19.57,10.025,24.65,49.975,14.5,65.5,37.82,27.88,4.78,5.86,0,AT_RISK,HIGH_RISK,-2.206585761070654,-0.10908690950773696,1
STU00352,IT,M,2022,HIGH,80.28999999999999,48.97,22.35,15.0,20.375,61.995000000000005,28.0,53.0,41.38,22.485,9.16,8.53,0,EXCELLENT,LOW_RISK,0.979796409637206,-0.6517148082664399,0
STU00353,EEE,M,2022,HIGH,90.892,50.0,24.26,14.138,25.0,80.946,49.0,97.2,74.6,29.914,9.99,9.0,0,EXCELLENT,LOW_RISK,3.9796843419045085,0.292232069633641,0
STU00354,CSE,F,2022,LOW,80.37333333333333,50.0,23.28,14.33,23.435,55.21666666666667,31.33333333333333,82.83333333333333,48.08166666666667,26.84166666666667,6.83,7.63,0,AVERAGE,MEDIUM_RISK,0.9774829396517379,-0.1948712892714946,1
STU00355,EEE,F,2024,LOW,95.3525,50.0,24.56,14.5775,25.0,85.595,57.5,157.25,93.2025,36.2175,9.53,9.18,0,EXCELLENT,LOW_RISK,5.366521863031265,1.0689784367045372,0
STU00356,MECH,F,2023,HIGH,93.51,50.0,25.0,15.0,25.0,61.72,54.0,41.5,52.015,21.965,7.34,7.72,0,GOOD,LOW_RISK,2.0397556681229303,-0.07963489066514712,0
STU00357,EEE,M,2022,LOW,76.765,44.08,23.615,9.89,21.130000000000003,55.715,22.5,49.0,45.32,22.005000000000003,6.58,5.97,0,AVERAGE,MEDIUM_RISK,-1.1673110939446065,-0.2286337557698401,1
STU00358,ECE,M,2024,HIGH,81.50666666666666,50.0,25.0,13.843333333333334,25.0,76.42,44.0,112.33333333333331,77.7,36.23333333333333,9.83,8.57,0,EXCELLENT,LOW_RISK,3.704474118679643,0.26545424415444,0
STU00359,ECE,F,2023,HIGH,80.2925,50.0,24.3325,14.725,23.3,66.67750000000001,32.75,89.5,59.34,30.2875,7.74,7.9,0,GOOD,LOW_RISK,1.9276386490934228,-0.07144905648554559,0
STU00360,MECH,M,2023,LOW,79.3825,39.265,23.9675,14.21,22.17,67.1725,14.75,57.0,54.32,15.96,5.54,6.32,0,AVERAGE,MEDIUM_RISK,-0.7056918998682551,-0.2161492327173654,1
STU00361,ECE,F,2024,HIGH,97.005,50.0,25.0,15.0,25.0,88.67833333333334,60.0,156.66666666666666,97.36333333333334,42.915,10.0,9.42,0,EXCELLENT,LOW_RISK,6.022411078418869,1.214694643618837,0
STU00362,ECE,F,2024,MEDIUM,83.32499999999999,49.1625,22.8775,11.2625,22.01,52.7575,29.25,75.5,50.165,24.8675,7.25,7.06,0,GOOD,LOW_RISK,0.29844431156304446,-0.0859238151011062,0
STU00363,EEE,M,2023,LOW,85.91666666666667,50.0,25.0,9.803333333333333,23.153333333333336,86.24333333333334,55.333333333333336,133.66666666666666,68.76333333333334,18.94666666666667,8.78,9.19,0,EXCELLENT,LOW_RISK,3.1837873834447588,0.5929817443306684,0
STU00364,ECE,M,2024,LOW,68.3025,42.56,21.5425,14.8425,21.1375,46.5325,17.5,52.5,39.2375,15.39,6.46,6.35,0,AVERAGE,MEDIUM_RISK,-1.5944315864816003,-0.7727703916231334,1
STU00365,EEE,F,2021,HIGH,84.66999999999999,50.0,24.076,14.468,24.416,63.816,40.2,110.6,61.282,25.742,8.96,8.03,0,EXCELLENT,LOW_RISK,2.54478817222864,-0.02170014980099235,0
STU00366,CSE,M,2023,HIGH,78.49166666666666,41.23,20.01333333333333,11.238333333333337,21.721666666666668,48.99666666666667,17.0,39.66666666666666,40.59166666666667,13.471666666666666,5.14,6.13,0,AVERAGE,MEDIUM_RISK,-2.197504978345833,-0.3025032271488616,1
STU00367,MECH,F,2023,LOW,83.0125,49.605,18.1875,9.2075,24.985,70.77250000000001,26.5,78.5,66.52000000000001,30.4225,8.5,7.82,0,EXCELLENT,LOW_RISK,1.1795465133852727,0.24559963741423613,0
STU00368,EEE,F,2023,HIGH,67.12,48.45,21.85,11.775,25.0,47.945,18.5,23.5,43.335,31.065,6.05,6.46,0,AVERAGE,MEDIUM_RISK,-1.0866056359799428,-0.6245466686289002,1
STU00369,CIVIL,M,2023,MEDIUM,86.13199999999999,50.0,25.0,14.59,25.0,67.59,44.4,123.6,72.356,21.474,9.67,8.05,0,EXCELLENT,LOW_RISK,3.1737817700673707,0.026791300899639055,0
STU00370,EEE,F,2021,MEDIUM,84.11500000000001,50.0,25.0,15.0,23.64,72.53999999999999,48.5,85.0,65.455,35.46,9.15,8.46,0,EXCELLENT,LOW_RISK,3.2293183896743773,0.14596819919288284,0
STU00371,ECE,M,2022,HIGH,87.04833333333333,49.126666666666665,23.51333333333333,15.0,23.94,77.22166666666666,42.66666666666666,121.0,73.02,24.563333333333333,8.61,8.7,0,EXCELLENT,LOW_RISK,3.2250835365221002,0.3021792394066226,0
STU00372,CIVIL,F,2024,LOW,71.595,37.04666666666667,15.368333333333332,12.165,19.271666666666665,35.08166666666667,22.83333333333333,61.5,33.45,11.733333333333334,4.56,4.89,0,AT_RISK,HIGH_RISK,-3.648792116485459,-0.13055488168875085,1
STU00373,EEE,M,2021,MEDIUM,78.75,48.19,25.0,14.64,25.0,69.045,24.5,89.0,58.94,29.045,8.82,8.35,0,EXCELLENT,LOW_RISK,2.144984909226688,-0.3303326966106901,0
STU00374,CSE,F,2021,LOW,91.14333333333332,50.0,24.613333333333333,14.92,25.0,80.25833333333334,46.333333333333336,116.0,89.315,35.88333333333333,9.36,8.66,0,EXCELLENT,LOW_RISK,4.358724055629802,0.593148598954721,0
STU00375,IT,M,2022,MEDIUM,83.82499999999999,50.0,21.385,14.87,22.555,66.345,36.5,96.5,66.32,16.28,7.45,8.4,0,GOOD,LOW_RISK,1.6646906037090823,-0.02647122051709535,0
STU00376,CSE,F,2022,MEDIUM,65.752,36.264,11.258,7.688,15.448,30.238,3.2,15.8,12.424,2.984,5.49,4.53,0,AVERAGE,MEDIUM_RISK,-6.339350015367213,-0.7310857819533032,1
STU00377,CSE,F,2024,LOW,73.834,47.3,20.01,13.056,24.652,60.168000000000006,33.8,78.0,39.906,18.728,8.55,7.3,0,EXCELLENT,LOW_RISK,0.3783638445651941,-0.4771501726579778,0
STU00378,IT,M,2024,MEDIUM,82.67333333333333,49.81333333333333,24.781666666666663,12.163333333333334,25.0,71.16666666666667,31.33333333333333,128.0,77.35833333333333,34.38333333333333,8.77,8.09,0,EXCELLENT,LOW_RISK,2.8990507346691494,0.34769703619084713,0
STU00379,MECH,F,2021,LOW,85.61166666666666,50.0,24.291666666666668,12.565,24.606666666666666,61.09833333333333,59.833333333333336,111.83333333333331,71.82166666666667,32.08833333333334,7.31,7.53,0,GOOD,LOW_RISK,2.626220256600286,0.6664166618153761,0
STU00380,MECH,F,2021,HIGH,67.835,45.21,21.725,15.0,18.4275,41.2375,20.5,48.75,43.1525,10.7325,2.79,5.81,0,AT_RISK,HIGH_RISK,-2.7129452114131594,-0.4843204550513097,1
STU00381,CIVIL,M,2021,MEDIUM,87.9025,50.0,22.0375,15.0,23.9425,74.2775,29.75,92.0,65.5575,24.2825,8.47,8.53,0,GOOD,LOW_RISK,2.435516454791689,-0.02181776059683354,0
STU00382,EEE,M,2024,MEDIUM,75.84,49.345,25.0,14.965,25.0,68.475,20.5,69.0,63.495,25.505,7.25,8.09,0,GOOD,LOW_RISK,1.466377939558698,-0.43628207815320613,0
STU00383,CIVIL,F,2021,LOW,70.78,50.0,23.54,12.405,21.075,45.135,23.25,45.75,48.88,13.245,6.99,6.7,0,AVERAGE,MEDIUM_RISK,-1.0124081855850584,-0.841295915717461,1
STU00384,EEE,M,2023,HIGH,84.73333333333333,50.0,25.0,15.0,25.0,67.50333333333333,35.666666666666664,80.33333333333333,78.59333333333335,28.506666666666664,8.44,8.38,0,GOOD,LOW_RISK,2.7786769288448965,-0.032053422339634034,0
STU00385,EEE,M,2022,HIGH,84.805,50.0,24.325,14.685,25.0,64.565,38.75,109.25,65.5775,30.3075,7.59,8.12,0,GOOD,LOW_RISK,2.565886257682432,0.19546275839882882,0
STU00386,IT,F,2024,HIGH,90.42666666666666,50.0,25.0,14.046666666666669,25.0,53.32,52.0,109.66666666666669,68.59333333333333,26.88,6.79,7.44,0,AVERAGE,MEDIUM_RISK,2.365167963797327,0.44067335625752846,0
STU00387,MECH,M,2022,HIGH,86.77666666666666,49.37833333333333,25.0,14.565,24.598333333333333,68.04166666666667,45.833333333333336,108.5,71.01166666666667,28.363333333333333,7.48,8.22,0,GOOD,LOW_RISK,2.8429259731621723,0.35586029098668304,0
STU00388,IT,F,2021,HIGH,83.54499999999999,50.0,25.0,15.0,25.0,77.7475,48.75,104.75,85.94,35.595,7.91,8.54,0,GOOD,LOW_RISK,3.6768798160300813,0.5279633109526045,0
STU00389,CIVIL,M,2021,LOW,75.33,41.24333333333333,16.62,9.716666666666669,21.42333333333333,46.77,22.0,47.333333333333336,24.94333333333333,21.18,5.89,5.81,0,AVERAGE,MEDIUM_RISK,-2.562090077346635,-0.15815573370253058,1
