student_id,course_id,semester,internal_marks,assignment_marks,quiz_marks,lab_marks,final_marks
STU00296,EC304,4,50.0,25.0,13.2,24.41,47.52
STU00296,EC305,5,49.88,25.0,11.52,13.25,52.79
STU00296,EC301,6,35.83,21.27,11.87,20.58,39.25
STU00297,IT305,1,44.24,25.0,10.91,11.38,57.13
STU00297,IT305,2,44.35,25.0,15.0,25.0,49.52
STU00298,ME303,1,46.68,18.92,14.22,7.73,45.55
STU00298,ME303,2,41.77,20.67,8.91,17.54,51.36
STU00299,CE302,1,50.0,25.0,9.6,24.91,98.42
STU00299,CE303,2,50.0,25.0,15.0,22.05,100.0
STU00299,CE301,3,50.0,25.0,12.85,25.0,63.56
STU00299,CE302,4,50.0,25.0,15.0,25.0,62.02
STU00300,EE301,1,50.0,25.0,15.0,25.0,67.3
STU00300,EE305,2,50.0,25.0,15.0,25.0,69.48
STU00301,ME304,1,50.0,21.6,15.0,25.0,65.98
STU00301,ME305,2,50.0,24.96,14.72,25.0,73.18
STU00301,ME305,3,50.0,20.37,15.0,25.0,88.39
STU00301,ME305,4,50.0,25.0,15.0,25.0,72.38
STU00301,ME305,5,50.0,25.0,15.0,25.0,74.77
STU00301,ME301,6,50.0,25.0,15.0,25.0,71.92
STU00302,EE304,1,50.0,22.22,15.0,23.13,64.18
STU00302,EE303,2,50.0,25.0,15.0,22.72,47.25
STU00302,EE304,3,50.0,25.0,15.0,16.53,88.84
STU00302,EE303,4,50.0,22.54,10.42,21.53,61.27
STU00303,CE302,1,50.0,25.0,15.0,25.0,70.01
STU00303,CE302,2,50.0,17.56,14.51,25.0,97.5
STU00303,CE305,3,50.0,25.0,15.0,25.0,64.89
STU00303,CE301,4,50.0,25.0,15.0,25.0,69.9
STU00303,CE302,5,41.55,25.0,15.0,25.0,73.67
STU00303,CE304,6,50.0,25.0,15.0,25.0,66.23
STU00304,EE303,1,50.0,25.0,15.0,25.0,67.35
STU00304,EE305,2,50.0,25.0,7.29,25.0,94.53
STU00304,EE303,3,50.0,25.0,15.0,25.0,61.37
STU00304,EE305,4,50.0,25.0,15.0,25.0,77.66
STU00304,EE303,5,50.0,25.0,15.0,25.0,99.78
STU00305,EC304,1,50.0,25.0,15.0,25.0,58.36
STU00305,EC301,2,50.0,25.0,12.97,25.0,70.5
STU00305,EC301,3,50.0,10.59,15.0,21.89,78.48
STU00305,EC301,4,50.0,25.0,15.0,25.0,71.54
STU00306,EC301,1,50.0,25.0,13.59,20.13,79.13
STU00306,EC303,2,50.0,25.0,14.8,25.0,63.06
STU00306,EC301,3,50.0,25.0,15.0,22.37,88.46
STU00306,EC305,4,50.0,25.0,11.55,25.0,70.81
STU00306,EC304,5,50.0,25.0,15.0,25.0,55.39
STU00306,EC305,6,50.0,25.0,15.0,25.0,53.43
STU00307,CE301,1,50.0,25.0,15.0,25.0,87.16
STU00307,CE301,2,50.0,25.0,15.0,25.0,91.18
STU00307,CE305,3,50.0,25.0,15.0,25.0,96.75
STU00307,CE302,4,50.0,25.0,15.0,25.0,89.44
STU00307,CE305,5,50.0,25.0,15.0,25.0,86.86
STU00308,EE305,1,42.81,24.8,12.86,22.22,54.77
STU00308,EE302,2,41.99,21.69,15.0,18.74,50.46
STU00308,EE303,3,50.0,25.0,8.31,10.6,42.08
STU00309,EC303,1,50.0,14.77,13.71,19.67,40.04
STU00309,EC304,2,50.0,25.0,15.0,20.31,47.32
STU00309,EC304,3,43.53,25.0,12.39,25.0,48.77
STU00309,EC303,4,50.0,25.0,15.0,25.0,77.49
STU00309,EC303,5,50.0,6.11,12.37,6.01,43.3
STU00309,EC305,6,48.11,24.24,8.37,18.04,43.38
STU00310,EC303,1,16.42,7.98,4.78,10.76,16.25
STU00310,EC303,2,26.91,0.0,7.34,18.59,41.4
STU00310,EC302,3,16.42,11.89,4.11,17.45,18.58
STU00310,EC305,4,12.56,12.44,8.63,14.83,34.92
STU00311,CS303,1,42.98,25.0,14.74,21.27,61.65
STU00311,CS304,2,50.0,25.0,15.0,25.0,40.69
STU00311,CS301,3,47.68,23.85,15.0,20.12,51.08
STU00312,ME305,1,50.0,25.0,15.0,25.0,60.22
STU00312,ME303,2,44.7,24.14,15.0,17.1,75.41
STU00313,EC301,1,47.52,21.86,14.17,18.71,52.02
STU00313,EC303,2,32.06,23.91,12.38,23.37,66.18
STU00313,EC304,3,34.22,25.0,15.0,23.85,60.9
STU00313,EC301,4,47.42,22.33,15.0,17.12,54.58
STU00314,IT304,1,49.64,25.0,15.0,25.0,62.91
STU00314,IT301,2,50.0,25.0,15.0,25.0,56.98
STU00314,IT304,3,50.0,25.0,15.0,25.0,60.55
STU00314,IT304,4,50.0,25.0,15.0,24.61,78.71
STU00314,IT302,5,50.0,25.0,15.0,25.0,53.74
STU00315,IT304,1,50.0,25.0,15.0,25.0,65.12
STU00315,IT303,2,50.0,25.0,15.0,25.0,100.0
STU00315,IT303,3,45.2,25.0,11.32,25.0,70.1
STU00316,EE305,1,50.0,25.0,15.0,25.0,93.64
STU00316,EE301,2,50.0,25.0,15.0,25.0,100.0
STU00316,EE304,3,50.0,25.0,15.0,25.0,80.68
STU00317,CE303,1,48.18,24.75,15.0,22.82,64.33
STU00317,CE301,2,50.0,18.79,15.0,25.0,42.69
STU00317,CE302,3,50.0,21.11,8.88,24.47,60.8
STU00318,ME303,1,38.42,25.0,5.76,25.0,55.62
STU00318,ME302,2,47.23,6.78,11.8,25.0,38.73
STU00318,ME304,3,33.86,6.26,13.09,19.44,31.09
STU00319,CE302,1,50.0,25.0,15.0,25.0,63.26
STU00319,CE304,2,50.0,20.09,15.0,25.0,76.67
STU00320,ME304,1,50.0,25.0,15.0,24.35,57.12
STU00320,ME305,2,50.0,23.51,11.08,25.0,74.33
STU00321,IT303,1,44.43,25.0,15.0,25.0,54.8
STU00321,IT305,2,50.0,25.0,6.89,23.24,65.51
STU00321,IT302,3,50.0,25.0,14.07,25.0,71.65
STU00322,CE301,1,50.0,25.0,15.0,22.96,58.2
STU00322,CE302,2,47.43,25.0,7.13,24.42,64.64
STU00323,IT301,1,50.0,25.0,15.0,19.71,73.6
STU00323,IT301,2,50.0,25.0,15.0,22.22,61.58
STU00323,IT304,3,50.0,25.0,15.0,25.0,52.2
STU00323,IT304,4,40.86,25.0,15.0,25.0,58.1
STU00323,IT303,5,50.0,25.0,15.0,25.0,83.54
STU00323,IT304,6,50.0,25.0,14.82,25.0,65.26
STU00324,EC302,1,49.37,25.0,14.42,25.0,65.41
STU00324,EC305,2,50.0,20.26,9.51,25.0,56.01
STU00324,EC302,3,47.08,25.0,13.94,15.04,56.76
STU00324,EC301,4,49.01,23.77,15.0,25.0,66.55
STU00324,EC302,5,50.0,24.26,13.45,25.0,36.0
STU00325,CE304,1,42.82,25.0,12.0,25.0,53.05
STU00325,CE305,2,48.46,25.0,11.13,13.14,50.78
STU00325,CE302,3,40.14,16.99,4.43,23.4,35.28
STU00326,EC301,1,50.0,25.0,15.0,25.0,54.61
STU00326,EC304,2,50.0,25.0,15.0,25.0,54.22
STU00326,EC303,3,50.0,19.57,12.78,22.26,52.22
STU00327,ME304,1,46.41,25.0,15.0,15.08,61.02
STU00327,ME305,2,39.16,14.47,14.34,23.23,49.72
STU00327,ME301,3,34.21,21.32,9.43,25.0,58.56
STU00328,EE304,1,40.94,25.0,13.41,25.0,76.26
STU00328,EE302,2,50.0,17.47,15.0,20.67,92.54
STU00328,EE303,3,50.0,25.0,14.75,23.41,52.75
STU00328,EE304,4,50.0,25.0,15.0,16.44,75.6
STU00328,EE305,5,50.0,22.23,15.0,21.32,56.38
STU00329,IT303,1,50.0,24.5,14.4,19.42,56.32
STU00329,IT303,2,37.38,23.81,13.95,25.0,59.75
STU00330,IT303,1,50.0,25.0,15.0,25.0,93.64
STU00330,IT302,2,50.0,25.0,15.0,25.0,66.64
STU00330,IT301,3,50.0,25.0,15.0,23.91,78.54
STU00330,IT301,4,50.0,25.0,12.17,25.0,93.31
STU00331,EC303,1,44.16,23.89,10.78,25.0,69.68
STU00331,EC303,2,38.27,18.29,15.0,25.0,45.14
STU00332,EC305,1,50.0,25.0,15.0,25.0,46.52
STU00332,EC304,2,50.0,25.0,15.0,25.0,60.22
STU00332,EC303,3,50.0,25.0,15.0,24.13,56.33
STU00332,EC303,4,50.0,25.0,15.0,25.0,54.33
STU00333,CS301,1,19.5,14.79,12.66,12.64,46.12
STU00333,CS301,2,36.82,21.92,10.62,18.73,36.16
STU00333,CS303,3,33.79,19.82,5.13,25.0,5.68
STU00333,CS303,4,31.85,24.21,11.54,5.38,27.36
STU00334,IT303,1,44.53,15.42,10.12,8.61,68.52
STU00334,IT305,2,28.51,20.68,11.69,19.82,51.91
STU00334,IT301,3,38.78,22.83,15.0,15.39,64.4
STU00335,ME305,1,47.28,12.63,15.0,16.3,62.17
STU00335,ME301,2,36.67,18.71,15.0,25.0,40.78
STU00335,ME302,3,50.0,14.71,5.88,16.18,65.17
STU00336,IT301,1,31.48,14.81,1.84,24.58,26.71
STU00336,IT303,2,30.87,18.2,3.19,15.92,34.12
STU00337,CE305,1,36.92,20.64,10.38,1.94,20.43
STU00337,CE301,2,30.56,10.26,13.75,12.15,16.78
STU00337,CE302,3,18.24,20.24,5.58,14.14,50.51
STU00338,IT303,1,35.21,18.57,6.92,25.0,72.81
STU00338,IT303,2,25.07,9.47,12.48,14.3,7.76
STU00338,IT301,3,14.76,12.38,7.32,23.07,38.59
STU00338,IT301,4,46.73,18.07,12.41,12.23,54.0
STU00338,IT304,5,36.91,21.99,2.81,25.0,24.01
STU00338,IT302,6,23.39,25.0,15.0,11.79,57.88
STU00339,ME303,1,49.23,25.0,14.13,25.0,70.32
STU00339,ME305,2,39.38,24.95,10.75,25.0,66.34
STU00339,ME302,3,48.73,21.33,15.0,11.63,71.41
STU00340,EC305,1,39.38,6.04,5.79,16.43,27.84
STU00340,EC302,2,25.65,8.55,15.0,13.37,22.75
STU00340,EC305,3,43.75,16.06,15.0,18.12,51.22
STU00340,EC305,4,29.48,18.48,15.0,25.0,48.73
STU00340,EC304,5,30.26,25.0,5.51,9.27,56.82
STU00341,CS302,1,50.0,25.0,11.96,25.0,56.43
STU00341,CS302,2,50.0,25.0,15.0,25.0,89.69
STU00341,CS305,3,50.0,25.0,15.0,23.59,65.73
STU00342,CE304,1,37.27,21.12,11.09,25.0,43.18
STU00342,CE303,2,33.77,25.0,15.0,25.0,40.73
STU00342,CE303,3,31.16,24.51,2.56,10.89,58.71
STU00342,CE305,4,42.5,25.0,10.18,25.0,48.15
STU00342,CE302,5,43.77,24.45,0.85,25.0,42.95
STU00342,CE301,6,43.98,20.93,15.0,19.52,38.65
STU00343,IT301,1,45.11,25.0,15.0,25.0,49.17
STU00343,IT303,2,35.22,25.0,8.83,25.0,37.59
STU00343,IT303,3,42.37,19.54,15.0,15.01,49.11
STU00343,IT302,4,50.0,25.0,14.15,25.0,49.05
STU00344,EC301,1,50.0,20.88,15.0,25.0,59.29
STU00344,EC303,2,40.17,25.0,15.0,25.0,66.52
STU00344,EC303,3,41.62,25.0,15.0,25.0,74.54
STU00344,EC305,4,50.0,25.0,15.0,25.0,42.81
STU00344,EC302,5,50.0,25.0,9.49,23.24,66.96
STU00344,EC305,6,50.0,11.62,15.0,25.0,62.53
STU00345,IT301,1,50.0,25.0,15.0,18.3,55.23
STU00345,IT303,2,50.0,25.0,15.0,25.0,68.94
STU00345,IT303,3,50.0,25.0,15.0,25.0,55.91
STU00345,IT303,4,50.0,25.0,12.48,25.0,56.44
STU00346,EC305,1,50.0,19.81,15.0,25.0,65.31
STU00346,EC304,2,50.0,16.87,7.15,25.0,55.14
STU00346,EC305,3,34.15,25.0,7.87,20.91,65.21
STU00346,EC304,4,50.0,23.45,10.38,19.97,44.4
STU00346,EC303,5,50.0,24.83,15.0,19.47,45.25
STU00346,EC302,6,43.48,18.97,12.22,12.12,45.61
STU00347,ME304,1,30.2,19.91,9.5,25.0,64.11
STU00347,ME304,2,34.31,25.0,13.49,16.46,43.28
STU00347,ME302,3,46.17,22.84,13.24,20.17,55.8
STU00348,ME304,1,47.77,25.0,15.0,24.52,58.63
STU00348,ME304,2,37.06,23.98,13.66,24.1,35.26
STU00349,ME302,1,39.63,17.7,14.47,19.91,43.93
STU00349,ME302,2,42.37,25.0,15.0,25.0,53.02
STU00349,ME301,3,40.89,25.0,11.61,22.88,66.84
STU00350,ME302,1,50.0,25.0,15.0,18.13,71.18
STU00350,ME305,2,50.0,25.0,15.0,25.0,73.31
STU00350,ME301,3,50.0,17.86,15.0,20.63,58.99
STU00351,EC304,1,50.0,14.14,14.44,25.0,55.53
STU00351,EC304,2,29.8,25.0,5.61,24.3,44.42
STU00352,IT305,1,50.0,19.7,15.0,25.0,54.49
STU00352,IT301,2,47.94,25.0,15.0,15.75,69.5
STU00353,EE304,1,50.0,25.0,15.0,25.0,57.43
STU00353,EE301,2,50.0,21.3,15.0,25.0,100.0
STU00353,EE301,3,50.0,25.0,12.24,25.0,92.28
STU00353,EE302,4,50.0,25.0,14.72,25.0,58.84
STU00353,EE303,5,50.0,25.0,13.73,25.0,96.18
STU00354,CS301,1,50.0,15.77,13.38,25.0,68.65
STU00354,CS301,2,50.0,25.0,12.6,24.54,37.54
STU00354,CS301,3,50.0,25.0,15.0,17.13,47.41
STU00354,CS302,4,50.0,23.91,15.0,23.94,65.04
STU00354,CS305,5,50.0,25.0,15.0,25.0,66.34
STU00354,CS302,6,50.0,25.0,15.0,25.0,46.32
STU00355,EE304,1,50.0,25.0,13.31,25.0,100.0
STU00355,EE302,2,50.0,25.0,15.0,25.0,74.47
STU00355,EE305,3,50.0,25.0,15.0,25.0,79.93
STU00355,EE305,4,50.0,23.24,15.0,25.0,87.98
STU00356,ME301,1,50.0,25.0,15.0,25.0,64.75
STU00356,ME305,2,50.0,25.0,15.0,25.0,58.69
STU00357,EE305,1,50.0,22.23,4.78,24.3,40.74
STU00357,EE302,2,38.16,25.0,15.0,17.96,70.69
STU00358,EC301,1,50.0,25.0,12.17,25.0,63.65
STU00358,EC304,2,50.0,25.0,14.36,25.0,65.61
STU00358,EC302,3,50.0,25.0,15.0,25.0,100.0
STU00359,EC302,1,50.0,25.0,15.0,21.39,77.29
STU00359,EC301,2,50.0,22.33,13.9,21.81,59.31
STU00359,EC302,3,50.0,25.0,15.0,25.0,64.59
STU00359,EC302,4,50.0,25.0,15.0,25.0,65.52
STU00360,ME303,1,31.25,23.57,15.0,23.55,46.91
STU00360,ME305,2,42.37,22.3,14.46,20.41,67.69
STU00360,ME301,3,50.0,25.0,15.0,19.72,150.0
STU00360,ME301,4,33.44,25.0,12.38,25.0,54.09
STU00361,EC302,1,50.0,25.0,15.0,25.0,86.01
STU00361,EC304,2,50.0,25.0,15.0,25.0,98.84
STU00361,EC305,3,50.0,25.0,15.0,25.0,95.82
STU00361,EC304,4,50.0,25.0,15.0,25.0,84.65
STU00361,EC303,5,50.0,25.0,15.0,25.0,73.13
STU00361,EC303,6,50.0,25.0,15.0,25.0,93.62
STU00362,EC304,1,50.0,25.0,14.94,13.04,60.08
STU00362,EC303,2,50.0,25.0,9.43,25.0,51.87
STU00362,EC301,3,50.0,25.0,15.0,25.0,44.42
STU00362,EC302,4,46.65,16.51,5.68,25.0,54.66
STU00363,EE304,1,50.0,25.0,5.16,24.19,82.32
STU00363,EE304,2,50.0,25.0,9.72,20.27,88.89
STU00363,EE301,3,50.0,25.0,14.53,25.0,87.52
STU00364,EC302,1,45.48,25.0,15.0,25.0,53.87
STU00364,EC303,2,44.62,11.17,15.0,25.0,47.52
STU00364,EC302,3,40.78,25.0,15.0,15.27,34.92
STU00364,EC303,4,39.36,25.0,14.37,19.28,49.82
STU00365,EE304,1,50.0,25.0,13.35,22.08,51.29
STU00365,EE304,2,50.0,25.0,15.0,25.0,64.1
STU00365,EE302,3,50.0,20.73,13.99,25.0,60.53
STU00365,EE304,4,50.0,25.0,15.0,25.0,62.96
STU00365,EE305,5,50.0,24.65,15.0,25.0,80.2
STU00366,CS305,1,42.09,25.0,15.0,17.6,43.56
STU00366,CS305,2,45.12,17.29,8.86,24.49,40.46
STU00366,CS304,3,39.01,25.0,8.64,25.0,41.94
STU00366,CS305,4,37.04,15.84,9.08,22.1,48.08
STU00366,CS305,5,50.0,18.86,15.0,18.46,72.59
STU00366,CS301,6,34.12,18.09,10.85,22.68,47.35
STU00367,ME301,1,50.0,25.0,5.85,25.0,73.74
STU00367,ME301,2,50.0,12.18,12.72,24.94,58.85
STU00367,ME305,3,48.42,21.67,3.26,25.0,72.5
STU00367,ME302,4,50.0,13.9,15.0,25.0,78.0
STU00368,EE303,1,49.16,21.95,10.98,25.0,50.62
STU00368,EE302,2,47.74,21.75,12.57,25.0,45.27
STU00369,CE302,1,50.0,25.0,15.0,25.0,60.06
STU00369,CE302,2,50.0,25.0,15.0,25.0,53.51
STU00369,CE302,3,50.0,25.0,15.0,25.0,76.31
STU00369,CE302,4,50.0,25.0,15.0,25.0,59.01
STU00369,CE302,5,50.0,25.0,12.95,25.0,89.06
STU00370,EE304,1,50.0,25.0,15.0,25.0,59.97
STU00370,EE301,2,50.0,25.0,15.0,22.28,85.11
STU00371,EC301,1,50.0,25.0,15.0,25.0,72.48
STU00371,EC305,2,45.75,25.0,15.0,25.0,86.54
STU00371,EC301,3,50.0,25.0,15.0,25.0,78.38
STU00371,EC303,4,50.0,25.0,15.0,25.0,74.95
STU00371,EC301,5,49.01,16.08,15.0,25.0,75.57
STU00371,EC301,6,50.0,25.0,15.0,18.64,75.41
STU00372,CE304,1,39.03,21.24,14.61,18.69,35.63
STU00372,CE302,2,28.52,18.43,8.98,13.81,42.79
STU00372,CE302,3,39.46,25.0,11.72,25.0,53.18
STU00372,CE304,4,39.22,1.06,11.45,21.58,14.75
STU00372,CE303,5,31.9,14.22,15.0,19.88,39.89
STU00372,CE301,6,44.15,12.26,11.23,16.67,24.25
STU00373,EE302,1,50.0,25.0,15.0,25.0,56.45
STU00373,EE301,2,46.38,25.0,14.28,25.0,81.64
STU00374,CS302,1,50.0,25.0,15.0,25.0,87.73
STU00374,CS304,2,50.0,25.0,15.0,25.0,69.98
STU00374,CS304,3,50.0,25.0,15.0,25.0,80.45
STU00374,CS305,4,50.0,25.0,14.52,25.0,91.15
STU00374,CS302,5,50.0,22.68,15.0,25.0,62.22
STU00374,CS302,6,50.0,25.0,15.0,25.0,90.02
STU00375,IT305,1,50.0,21.96,14.74,20.11,74.89
STU00375,IT302,2,50.0,20.81,15.0,25.0,57.8
STU00376,CS305,1,38.37,17.86,5.64,7.93,38.68
STU00376,CS302,2,29.76,1.89,7.95,20.49,28.37
STU00376,CS302,3,19.97,9.8,12.63,9.58,19.76
STU00376,CS304,4,43.22,7.92,0.0,17.47,31.43
STU00376,CS303,5,50.0,18.82,12.22,21.77,32.95
STU00377,CS302,1,50.0,16.78,11.02,23.26,44.13
STU00377,CS303,2,50.0,25.0,15.0,25.0,59.29
STU00377,CS302,3,50.0,20.59,13.38,25.0,66.25
STU00377,CS301,4,36.5,16.11,15.0,25.0,55.92
STU00377,CS301,5,50.0,21.57,10.88,25.0,75.25
STU00378,IT303,1,50.0,25.0,11.76,25.0,70.38
STU00378,IT302,2,48.88,25.0,13.04,25.0,59.18
STU00378,IT302,3,50.0,25.0,3.18,25.0,69.82
STU00378,IT301,4,50.0,23.69,15.0,25.0,74.17
STU00378,IT305,5,50.0,25.0,15.0,25.0,79.51
STU00378,IT303,6,50.0,25.0,15.0,25.0,73.94
STU00379,ME302,1,50.0,25.0,15.0,25.0,46.72
STU00379,ME302,2,50.0,22.75,15.0,25.0,76.24
STU00379,ME301,3,50.0,25.0,8.73,25.0,70.25
STU00379,ME305,4,50.0,23.0,6.66,22.64,30.08
STU00379,ME301,5,50.0,25.0,15.0,25.0,79.02
STU00379,ME303,6,50.0,25.0,15.0,25.0,64.28
STU00380,ME301,1,49.21,25.0,15.0,17.52,56.06
STU00380,ME303,2,45.42,14.51,15.0,25.0,25.07
STU00380,ME305,3,47.27,22.39,15.0,12.9,68.73
STU00380,ME303,4,38.94,25.0,15.0,18.29,15.09
STU00381,CE302,1,50.0,18.04,15.0,25.0,72.59
STU00381,CE303,2,50.0,25.0,15.0,20.77,73.26
STU00381,CE305,3,50.0,25.0,15.0,25.0,76.47
STU00381,CE305,4,50.0,20.11,15.0,25.0,74.79
STU00382,EE305,1,50.0,25.0,15.0,25.0,86.58
STU00382,EE304,2,48.69,25.0,14.93,25.0,50.37
STU00383,CE302,1,50.0,25.0,15.0,21.28,48.66
STU00383,CE304,2,50.0,25.0,15.0,23.79,32.0
STU00383,CE301,3,50.0,19.16,14.65,20.03,44.11
STU00383,CE302,4,50.0,25.0,4.97,19.2,55.77
STU00384,EE305,1,50.0,25.0,15.0,25.0,57.36
STU00384,EE304,2,50.0,25.0,15.0,25.0,77.13
STU00384,EE303,3,50.0,25.0,15.0,25.0,68.02
STU00385,EE305,1,50.0,25.0,13.74,25.0,59.9
STU00385,EE301,2,50.0,25.0,15.0,25.0,70.83
STU00385,EE302,3,50.0,25.0,15.0,25.0,68.9
STU00385,EE305,4,50.0,22.3,15.0,25.0,58.63
STU00386,IT305,1,50.0,25.0,14.2,25.0,71.94
STU00386,IT301,2,50.0,25.0,14.43,25.0,46.0
STU00386,IT302,3,50.0,25.0,13.51,25.0,42.02
STU00387,ME301,1,46.27,25.0,15.0,22.59,66.98
STU00387,ME301,2,50.0,25.0,15.0,25.0,59.03
STU00387,ME303,3,50.0,25.0,15.0,25.0,76.41
STU00387,ME303,4,50.0,25.0,15.0,25.0,71.46
STU00387,ME301,5,50.0,25.0,15.0,25.0,83.54
STU00387,ME305,6,50.0,25.0,12.39,25.0,50.83
STU00388,IT301,1,50.0,25.0,15.0,25.0,77.05
STU00388,IT302,2,50.0,25.0,15.0,25.0,85.53
STU00388,IT303,3,50.0,25.0,15.0,25.0,87.94
STU00388,IT303,4,50.0,25.0,15.0,25.0,60.47
STU00389,CE301,1,37.06,11.2,15.0,25.0,38.83
STU00389,CE301,2,42.06,13.66,5.24,17.77,53.11
STU00389,CE303,3,44.61,25.0,8.91,21.5,48.37
STU00390,EC305,1,45.6,25.0,11.13,23.87,58.09
STU00390,EC304,2,49.96,25.0,15.0,24.46,41.08
STU00390,EC305,3,44.63,22.88,14.27,8.13,50.46
STU00390,EC303,4,40.12,25.0,14.56,24.69,64.46
STU00390,EC304,5,32.47,25.0,5.99,25.0,72.63
STU00391,EE301,1,50.0,25.0,15.0,25.0,71.17
STU00391,EE302,2,50.0,25.0,15.0,25.0,80.79
STU00391,EE302,3,50.0,25.0,15.0,25.0,68.93
STU00391,EE303,4,50.0,25.0,15.0,25.0,60.17
STU00392,EC305,1,50.0,15.8,14.19,21.41,62.85
STU00392,EC301,2,50.0,25.0,10.24,16.71,46.19
STU00392,EC304,3,47.65,25.0,15.0,24.22,58.22
STU00393,ME303,1,41.25,20.07,15.0,25.0,51.8
STU00393,ME304,2,42.8,18.14,15.0,21.39,68.87
STU00394,EE301,1,50.0,25.0,15.0,25.0,64.61
STU00394,EE301,2,50.0,23.3,15.0,25.0,76.09
STU00395,IT302,1,50.0,25.0,14.83,25.0,61.57
STU00395,IT303,2,50.0,25.0,13.78,25.0,66.19
STU00395,IT303,3,50.0,18.28,15.0,23.2,65.52
STU00395,IT305,4,50.0,25.0,10.8,18.37,52.51
STU00395,IT302,5,50.0,25.0,15.0,22.09,58.95
STU00396,CE303,1,9.79,15.97,10.04,16.44,21.24
STU00396,CE301,2,45.6,25.0,11.66,10.36,43.39
STU00397,ME302,1,27.91,25.0,2.43,25.0,60.27
STU00397,ME303,2,20.75,21.17,14.47,23.12,71.49
STU00397,ME305,3,44.66,23.93,15.0,25.0,85.78
STU00397,ME301,4,48.96,25.0,11.51,19.46,72.19
STU00397,ME304,5,45.36,22.76,15.0,20.15,63.3
STU00398,IT301,1,50.0,25.0,15.0,25.0,70.17
STU00398,IT301,2,50.0,21.47,15.0,25.0,84.4
STU00398,IT303,3,50.0,23.32,15.0,25.0,74.41
STU00399,EE301,1,50.0,25.0,8.74,22.79,76.24
STU00399,EE301,2,50.0,25.0,15.0,25.0,65.8
STU00399,EE304,3,50.0,25.0,11.03,25.0,69.29
STU00400,CS304,1,50.0,25.0,15.0,24.74,80.29
STU00400,CS305,2,50.0,25.0,13.64,25.0,56.38
STU00400,CS303,3,50.0,24.18,15.0,22.39,57.74
STU00400,CS301,4,50.0,25.0,15.0,25.0,71.34
STU00401,CS303,1,50.0,25.0,15.0,25.0,75.08
STU00401,CS302,2,50.0,25.0,15.0,25.0,86.08
STU00401,CS303,3,50.0,25.0,15.0,25.0,75.81
STU00401,CS304,4,50.0,25.0,15.0,25.0,57.08
STU00401,CS305,5,50.0,20.81,15.0,25.0,98.94
STU00402,CE303,1,50.0,24.35,15.0,25.0,67.58
STU00402,CE301,2,50.0,25.0,15.0,25.0,78.94
STU00402,CE301,3,50.0,25.0,15.0,25.0,64.47
STU00402,CE303,4,50.0,25.0,15.0,25.0,52.25
STU00402,CE301,5,50.0,25.0,15.0,25.0,70.59
STU00403,EC302,1,37.75,7.32,12.42,21.67,0.0
STU00403,EC303,2,46.8,16.74,4.6,23.53,11.2
STU00403,EC304,3,32.18,18.75,9.23,16.36,34.04
STU00403,EC305,4,17.37,22.32,7.31,18.25,19.64
STU00403,EC304,5,31.09,25.0,10.86,0.26,45.42
STU00404,CE305,1,50.0,25.0,15.0,25.0,62.62
STU00404,CE301,2,50.0,25.0,15.0,25.0,70.61
STU00404,CE302,3,50.0,25.0,15.0,22.13,80.1
STU00404,CE305,4,50.0,25.0,15.0,25.0,60.92
STU00404,CE305,5,50.0,25.0,15.0,19.14,77.75
STU00405,CE303,1,37.91,21.19,15.0,20.86,66.49
STU00405,CE302,2,50.0,10.53,15.0,25.0,50.38
STU00405,CE303,3,47.35,18.56,11.5,25.0,46.92
STU00406,CE303,1,50.0,25.0,13.75,25.0,43.66
STU00406,CE305,2,46.88,25.0,11.23,25.0,65.41
STU00407,ME304,1,24.62,8.31,15.0,21.07,41.28
STU00407,ME304,2,29.84,23.13,15.0,21.4,27.0
STU00407,ME303,3,28.63,14.25,0.0,9.44,47.1
STU00407,ME305,4,36.23,0.0,3.72,18.42,46.99
STU00407,ME301,5,44.54,13.9,15.0,18.69,45.73
STU00408,CS304,1,50.0,25.0,15.0,25.0,61.05
STU00408,CS302,2,50.0,20.58,15.0,24.57,72.35
STU00408,CS305,3,50.0,25.0,15.0,25.0,55.51
STU00408,CS304,4,48.4,25.0,11.65,15.49,72.79
STU00408,CS304,5,50.0,19.06,15.0,25.0,56.2
STU00409,ME301,1,45.24,25.0,15.0,25.0,71.31
STU00409,ME301,2,50.0,25.0,15.0,22.41,89.23
STU00409,ME301,3,50.0,25.0,15.0,23.64,63.23
STU00409,ME301,4,50.0,24.73,15.0,25.0,80.46
STU00409,ME305,5,50.0,20.35,12.87,24.68,56.91
STU00409,ME304,6,50.0,25.0,15.0,18.65,65.62
STU00410,CE304,1,50.0,25.0,15.0,25.0,49.14
STU00410,CE302,2,50.0,23.76,15.0,25.0,69.36
STU00410,CE305,3,50.0,25.0,10.8,24.05,56.58
STU00410,CE301,4,50.0,25.0,15.0,20.44,54.15
STU00411,CE301,1,36.21,18.5,14.48,25.0,30.83
STU00411,CE304,2,50.0,25.0,15.0,19.49,38.37
STU00411,CE304,3,41.29,25.0,15.0,25.0,34.8
STU00411,CE303,4,41.57,25.0,15.0,20.1,63.84
STU00411,CE305,5,37.22,25.0,15.0,25.0,43.83
STU00412,EC303,1,50.0,25.0,15.0,25.0,81.95
STU00412,EC304,2,50.0,25.0,15.0,25.0,69.15
STU00412,EC301,3,50.0,25.0,15.0,25.0,53.99
