student_id,course_id,semester,total_classes,attended_classes,attendance_percentage
STU00197,IT301,3,65,49,75.38
STU00197,IT302,4,68,42,61.76
STU00197,IT304,5,61,43,70.49
STU00197,IT304,6,69,54,78.26
STU00198,CE301,1,66,53,80.3
STU00198,CE302,2,59,39,66.1
STU00198,CE303,3,55,41,74.55
STU00198,CE304,4,66,52,78.79
STU00198,CE303,5,62,42,67.74
STU00198,CE304,6,68,41,60.29
STU00199,CS305,1,64,45,70.31
STU00199,CS303,2,55,29,52.73
STU00199,CS305,3,56,33,58.93
STU00199,CS302,4,59,36,61.02
STU00199,CS303,5,67,45,67.16
STU00200,CS302,1,67,52,77.61
STU00200,CS301,2,67,51,76.12
STU00200,CS302,3,70,56,80.0
STU00200,CS301,4,65,70,75.38
STU00200,CS305,5,69,50,72.46
STU00201,ME301,1,60,56,93.33
STU00201,ME301,2,60,55,91.67
STU00201,ME301,3,70,66,94.29
STU00201,ME301,4,60,59,98.33
STU00202,EC301,1,67,51,76.12
STU00202,EC303,2,61,48,78.69
STU00202,EC302,3,64,46,71.88
STU00203,EC301,1,69,52,75.36
STU00203,EC301,2,66,47,71.21
STU00203,EC305,3,55,42,76.36
STU00203,EC302,4,65,47,72.31
STU00203,EC304,5,67,47,70.15
STU00203,EC302,6,58,45,77.59
STU00204,EC305,1,68,49,72.06
STU00204,EC304,2,57,56,98.25
STU00204,EC304,3,61,47,77.05
STU00205,EE302,1,64,37,57.81
STU00205,EE304,2,70,43,61.43
STU00205,EE302,3,64,40,62.5
STU00206,CE302,1,69,53,76.81
STU00206,CE303,2,61,41,67.21
STU00206,CE301,3,59,55,93.22
STU00206,CE304,4,57,48,84.21
STU00206,CE304,5,62,58,93.55
STU00206,CE305,6,65,50,76.92
STU00207,CE304,1,69,53,76.81
STU00207,CE304,2,56,41,73.21
STU00207,CE301,3,64,58,90.62
STU00207,CE304,4,66,48,72.73
STU00207,CE303,5,67,53,79.1
STU00207,CE305,6,60,41,68.33
STU00208,EE302,1,60,35,58.33
STU00208,EE305,2,68,48,70.59
STU00208,EE304,3,67,47,70.15
STU00208,EE302,4,58,42,72.41
STU00208,EE304,5,56,41,73.21
STU00209,CS302,1,63,53,84.13
STU00209,CS305,2,64,56,87.5
STU00209,CS301,3,61,51,83.61
STU00210,IT304,1,58,43,74.14
STU00210,IT303,2,57,41,71.93
STU00210,IT301,3,65,53,81.54
STU00210,IT304,4,69,52,75.36
STU00210,IT302,5,63,46,73.02
STU00211,IT305,1,56,36,64.29
STU00211,IT304,2,55,32,58.18
STU00211,IT301,3,69,49,71.01
STU00212,CE303,1,67,51,76.12
STU00212,CE302,2,67,58,86.57
STU00212,CE301,3,55,36,65.45
STU00212,CE303,4,58,47,81.03
STU00212,CE302,5,65,44,67.69
STU00213,CE304,1,69,52,75.36
STU00213,CE301,2,57,42,73.68
STU00213,CE305,3,62,33,53.23
STU00213,CE304,4,59,55,93.22
STU00213,CE304,5,63,49,77.78
STU00214,ME302,1,55,43,78.18
STU00214,ME305,2,58,41,70.69
STU00214,ME302,3,64,51,79.69
STU00215,CS305,1,67,43,64.18
STU00215,CS302,2,57,40,70.18
STU00216,IT303,1,59,48,81.36
STU00216,IT304,2,66,44,66.67
STU00217,CE302,1,56,52,92.86
STU00217,CE305,2,61,56,91.8
STU00217,CE304,3,56,43,76.79
STU00218,ME301,1,67,51,76.12
STU00218,ME303,2,69,46,66.67
STU00218,ME301,3,55,44,80.0
STU00218,ME301,4,67,50,74.63
STU00218,ME302,5,62,46,74.19
STU00218,ME303,6,62,44,70.97
STU00219,EC301,1,55,46,83.64
STU00219,EC304,2,55,49,89.09
STU00219,EC301,3,65,65,100.0
STU00220,CS301,1,62,53,85.48
STU00220,CS301,2,60,50,83.33
STU00220,CS302,3,56,43,76.79
STU00221,IT305,1,58,39,67.24
STU00221,IT303,2,65,47,72.31
STU00221,IT305,3,61,51,83.61
STU00221,IT305,4,61,49,80.33
STU00221,IT305,5,67,49,73.13
STU00222,ME301,1,62,51,82.26
STU00222,ME302,2,58,51,87.93
STU00222,ME303,3,65,45,69.23
STU00222,ME302,4,55,36,65.45
STU00222,ME304,5,65,52,80.0
STU00223,CS304,1,61,55,90.16
STU00223,CS304,2,62,54,87.1
STU00224,CE303,1,66,58,87.88
STU00224,CE301,2,57,50,87.72
STU00225,EE304,1,64,54,84.38
STU00225,EE305,2,70,62,88.57
STU00225,EE301,3,60,52,86.67
STU00226,EC301,1,65,58,89.23
STU00226,EC304,2,59,59,100.0
STU00226,EC303,3,60,52,86.67
STU00226,EC303,4,70,59,84.29
STU00227,CE303,1,55,40,72.73
STU00227,CE305,2,69,50,72.46
STU00228,EC305,1,62,59,95.16
STU00228,EC305,2,55,50,90.91
STU00228,EC302,3,55,53,96.36
STU00228,EC305,4,58,52,89.66
STU00228,EC303,5,62,56,90.32
STU00229,IT302,1,57,42,73.68
STU00229,IT301,2,59,52,88.14
STU00229,IT303,3,70,63,90.0
STU00229,IT303,4,61,42,68.85
STU00229,IT302,5,67,49,73.13
STU00230,CS301,1,62,36,58.06
STU00230,CS305,2,69,50,72.46
STU00230,CS303,3,59,44,74.58
STU00231,ME303,1,56,37,66.07
STU00231,ME305,2,68,52,76.47
STU00231,ME303,3,55,41,74.55
STU00231,ME302,4,65,57,87.69
STU00232,EC302,1,61,35,57.38
STU00232,EC305,2,56,38,67.86
STU00232,EC302,3,62,37,59.68
STU00232,EC305,4,67,43,64.18
STU00233,CS303,1,60,37,61.67
STU00233,CS304,2,55,33,60.0
STU00233,CS301,3,70,54,77.14
STU00233,CS301,4,61,51,83.61
STU00233,CS301,5,59,39,66.1
STU00233,CS302,6,59,36,61.02
STU00234,ME302,1,61,37,60.66
STU00234,ME302,2,57,45,78.95
STU00235,ME304,1,64,64,100.0
STU00235,ME302,2,61,56,91.8
STU00235,ME302,3,68,65,95.59
STU00235,ME302,4,62,57,91.94
STU00235,ME303,5,64,64,100.0
STU00236,EE304,1,61,50,81.97
STU00236,EE303,2,70,54,77.14
STU00236,EE301,3,66,50,75.76
STU00236,EE304,4,67,54,80.6
STU00236,EE302,5,70,48,68.57
STU00236,EE304,6,68,60,88.24
STU00237,CE305,1,68,48,70.59
STU00237,CE302,2,70,55,78.57
STU00237,CE301,3,67,35,52.24
STU00237,CE304,4,57,39,68.42
STU00237,CE303,5,59,37,62.71
STU00237,CE305,6,60,32,53.33
STU00238,EE304,1,69,56,81.16
STU00238,EE303,2,69,63,91.3
STU00238,EE303,3,67,56,83.58
STU00238,EE305,4,70,46,65.71
STU00239,IT303,1,59,48,81.36
STU00239,IT304,2,61,41,67.21
STU00240,ME302,1,55,55,100.0
STU00240,ME301,2,66,56,84.85
STU00240,ME304,3,67,67,100.0
STU00241,EC304,1,66,49,74.24
STU00241,EC304,2,70,54,77.14
STU00241,EC303,3,57,48,84.21
STU00241,EC304,4,56,41,73.21
STU00241,EC301,5,67,43,64.18
STU00242,CE302,1,61,52,85.25
STU00242,CE304,2,63,47,74.6
STU00242,CE303,3,70,64,91.43
STU00242,CE303,4,56,50,89.29
STU00242,CE304,5,68,57,83.82
STU00242,CE302,6,62,49,79.03
STU00243,EE301,1,66,49,74.24
STU00243,EE301,2,59,44,74.58
STU00243,EE303,3,69,47,68.12
STU00243,EE302,4,63,47,74.6
STU00243,EE302,5,60,45,75.0
STU00244,EE301,1,57,47,82.46
STU00244,EE304,2,67,46,68.66
STU00245,ME301,1,61,41,67.21
STU00245,ME304,2,60,42,70.0
STU00245,ME304,3,63,45,71.43
STU00245,ME303,4,67,60,89.55
STU00245,ME305,5,64,47,73.44
STU00245,ME304,6,57,38,66.67
STU00246,CS305,1,66,44,66.67
STU00246,CS302,2,63,35,55.56
STU00247,IT304,1,64,42,65.62
STU00247,IT301,2,60,31,51.67
STU00247,IT304,3,55,45,81.82
STU00248,IT301,1,68,59,86.76
STU00248,IT305,2,68,64,94.12
STU00249,ME304,1,60,52,86.67
STU00249,ME302,2,66,57,86.36
STU00249,ME302,3,59,50,84.75
STU00249,ME302,4,70,61,87.14
STU00250,EE305,1,58,36,62.07
STU00250,EE304,2,61,34,55.74
STU00250,EE302,3,61,37,60.66
STU00251,ME302,1,61,47,77.05
STU00251,ME303,2,68,40,58.82
STU00252,EE305,1,58,39,67.24
STU00252,EE302,2,57,44,77.19
STU00252,EE303,3,57,37,64.91
STU00252,EE304,4,58,39,67.24
STU00252,EE303,5,57,44,77.19
STU00253,CS301,1,62,54,87.1
STU00253,CS304,2,70,70,100.0
STU00253,CS301,3,55,50,90.91
STU00253,CS301,4,63,58,92.06
STU00254,ME305,1,56,35,62.5
STU00254,ME301,2,61,37,60.66
STU00255,ME301,1,67,51,76.12
STU00255,ME305,2,63,48,76.19
STU00255,ME304,3,70,47,67.14
STU00255,ME303,4,68,47,69.12
STU00255,ME303,5,66,43,65.15
STU00255,ME303,6,65,51,78.46
STU00256,IT303,1,67,45,67.16
STU00256,IT304,2,56,43,76.79
STU00256,IT303,3,65,36,55.38
STU00257,EE301,1,69,50,72.46
STU00257,EE304,2,59,64,79.66
STU00258,EC305,1,58,36,62.07
STU00258,EC305,2,63,40,63.49
STU00259,EC303,1,69,61,88.41
STU00259,EC305,2,70,63,90.0
STU00259,EC305,3,68,67,98.53
STU00260,EE301,1,65,56,86.15
STU00260,EE301,2,66,53,80.3
STU00260,EE301,3,65,42,64.62
STU00261,EC302,1,70,55,78.57
STU00261,EC304,2,57,38,66.67
STU00261,EC303,3,68,45,66.18
STU00261,EC304,4,58,39,67.24
STU00261,EC304,5,64,50,78.12
STU00262,EE302,1,59,51,86.44
STU00262,EE305,2,56,55,98.21
STU00262,EE302,3,70,60,85.71
STU00262,EE301,4,64,56,87.5
STU00262,EE305,5,69,61,88.41
STU00262,EE302,6,69,65,94.2
STU00263,CE304,1,62,55,88.71
STU00263,CE302,2,61,55,90.16
STU00264,CE301,1,58,42,72.41
STU00264,CE304,2,55,41,74.55
STU00264,CE302,3,65,39,60.0
STU00265,ME303,1,62,57,91.94
STU00265,ME303,2,70,60,85.71
STU00265,ME301,3,59,48,81.36
STU00265,ME305,4,70,52,74.29
STU00265,ME301,5,65,57,87.69
STU00266,IT305,1,57,49,85.96
STU00266,IT303,2,67,56,83.58
STU00266,IT304,3,68,45,66.18
STU00267,IT302,1,63,52,82.54
STU00267,IT301,2,64,43,67.19
STU00267,IT301,3,58,49,84.48
STU00268,ME303,1,61,54,88.52
STU00268,ME301,2,66,65,98.48
STU00269,EC303,1,67,52,77.61
STU00269,EC305,2,55,50,90.91
STU00269,EC303,3,56,43,76.79
STU00270,IT305,1,61,38,62.3
STU00270,IT304,2,68,55,80.88
STU00270,IT303,3,66,54,81.82
STU00270,IT302,4,62,56,90.32
STU00270,IT301,5,67,53,79.1
STU00270,IT301,6,69,55,79.71
STU00271,CS302,1,64,46,71.88
STU00271,CS302,2,70,49,70.0
STU00271,CS304,3,59,47,79.66
STU00271,CS305,4,64,49,76.56
STU00272,EC301,1,65,45,69.23
STU00272,EC303,2,58,49,84.48
STU00272,EC303,3,70,54,77.14
STU00273,EE304,1,64,39,60.94
STU00273,EE304,2,56,38,67.86
STU00273,EE303,3,59,23,38.98
STU00274,CS302,1,56,43,76.79
STU00274,CS302,2,70,61,87.14
STU00274,CS304,3,64,38,59.38
STU00275,CS301,1,67,41,61.19
STU00275,CS303,2,68,51,75.0
STU00275,CS304,3,66,37,56.06
STU00276,CE304,1,57,49,85.96
STU00276,CE305,2,64,59,92.19
STU00276,CE303,3,61,46,75.41
STU00276,CE305,4,67,66,98.51
STU00276,CE301,5,59,55,93.22
STU00277,IT305,1,56,50,89.29
STU00277,IT303,2,69,57,82.61
STU00277,IT302,3,59,47,79.66
STU00277,IT304,4,70,69,98.57
STU00278,ME302,1,61,41,67.21
STU00278,ME302,2,61,49,80.33
STU00278,ME301,3,66,33,50.0
STU00278,ME305,4,58,38,65.52
STU00279,EC304,1,68,42,61.76
STU00279,EC302,2,56,31,55.36
STU00279,EC301,3,66,52,78.79
STU00280,CE302,1,56,37,66.07
STU00280,CE301,2,65,48,73.85
STU00280,CE305,3,68,48,70.59
STU00280,CE302,4,67,47,70.15
STU00280,CE302,5,56,38,67.86
STU00281,EE302,1,67,63,94.03
STU00281,EE304,2,64,53,82.81
STU00282,IT302,1,67,56,83.58
STU00282,IT301,2,69,59,85.51
STU00282,IT304,3,63,57,90.48
STU00282,IT304,4,66,54,81.82
STU00282,IT301,5,58,49,84.48
STU00282,IT301,6,57,42,73.68
STU00283,EE304,1,62,44,70.97
STU00283,EE301,2,70,45,64.29
STU00284,EC301,1,60,50,83.33
STU00284,EC304,2,70,62,88.57
STU00284,EC304,3,64,48,75.0
STU00284,EC305,4,59,49,83.05
STU00285,EC303,1,57,41,71.93
STU00285,EC305,2,60,65,71.67
STU00286,ME301,1,67,57,85.07
STU00286,ME305,2,70,55,78.57
STU00286,ME301,3,58,47,81.03
STU00286,ME302,4,58,49,84.48
STU00286,ME302,5,60,49,81.67
STU00287,EE305,1,69,60,86.96
STU00287,EE303,2,58,50,86.21
STU00288,CE302,1,61,57,93.44
STU00288,CE302,2,57,41,71.93
STU00289,ME303,1,56,42,75.0
STU00289,ME301,2,58,35,60.34
STU00289,ME305,3,64,33,51.56
STU00289,ME303,4,60,42,70.0
STU00289,ME304,5,55,38,69.09
STU00289,ME302,6,64,39,60.94
STU00290,IT305,1,64,54,84.38
STU00290,IT305,2,69,66,95.65
STU00291,ME305,1,70,61,87.14
STU00291,ME303,2,66,53,80.3
STU00291,ME305,3,61,50,81.97
STU00292,EC301,1,62,38,61.29
STU00292,EC301,2,61,44,72.13
STU00293,IT303,1,61,37,60.66
STU00293,IT302,2,61,45,73.77
STU00293,IT305,3,66,50,75.76
STU00294,EE302,1,68,53,77.94
STU00294,EE301,2,63,52,82.54
STU00294,EE303,3,67,57,85.07
STU00294,EE302,4,67,50,74.63
STU00295,CS301,1,63,33,52.38
STU00295,CS304,2,59,34,57.63
STU00295,CS305,3,61,33,54.1
STU00295,CS301,4,63,44,69.84
STU00295,CS302,5,66,36,54.55
STU00296,EC305,1,60,42,70.0
STU00296,EC304,2,59,42,71.19
STU00296,EC303,3,68,46,67.65
STU00296,EC304,4,55,39,70.91
STU00296,EC305,5,62,48,77.42
STU00296,EC301,6,63,46,73.02
STU00297,IT305,1,58,50,86.21
STU00297,IT305,2,68,48,70.59
STU00298,ME303,1,57,40,70.18
STU00298,ME303,2,65,48,73.85
STU00299,CE302,1,62,44,70.97
STU00299,CE303,2,55,45,81.82
STU00299,CE301,3,67,58,86.57
STU00299,CE302,4,67,50,74.63
STU00300,EE301,1,60,47,78.33
STU00300,EE305,2,64,57,89.06
STU00301,ME304,1,58,50,86.21
STU00301,ME305,2,66,41,62.12
STU00301,ME305,3,64,57,89.06
STU00301,ME305,4,63,59,93.65
STU00301,ME305,5,58,49,84.48
STU00301,ME301,6,60,46,76.67
STU00302,EE304,1,60,45,75.0
STU00302,EE303,2,67,50,74.63
STU00302,EE304,3,59,57,96.61
STU00302,EE303,4,55,38,69.09
STU00303,CE302,1,59,45,76.27
STU00303,CE302,2,67,51,76.12
STU00303,CE305,3,63,55,87.3
STU00303,CE301,4,66,40,60.61
STU00303,CE302,5,68,66,97.06
STU00303,CE304,6,60,47,78.33
STU00304,EE303,1,69,51,73.91
STU00304,EE305,2,64,64,100.0
STU00304,EE303,3,68,59,86.76
STU00304,EE305,4,62,59,95.16
STU00304,EE303,5,57,55,96.49
STU00305,EC304,1,65,52,80.0
STU00305,EC301,2,57,48,84.21
STU00305,EC301,3,62,56,90.32
STU00305,EC301,4,60,57,95.0
STU00306,EC301,1,57,48,84.21
STU00306,EC303,2,70,52,74.29
STU00306,EC301,3,68,55,80.88
STU00306,EC305,4,59,42,71.19
STU00306,EC304,5,70,52,74.29
STU00306,EC305,6,58,54,93.1
STU00307,CE301,1,61,57,93.44
STU00307,CE301,2,68,65,95.59
STU00307,CE305,3,66,55,-1.0
STU00307,CE302,4,56,56,100.0
STU00307,CE305,5,69,52,75.36
STU00308,EE305,1,62,48,77.42
STU00308,EE302,2,57,42,73.68
STU00308,EE303,3,59,36,61.02
STU00309,EC303,1,56,42,75.0
STU00309,EC304,2,70,50,71.43
STU00309,EC304,3,60,41,68.33
STU00309,EC303,4,58,51,87.93
STU00309,EC303,5,62,40,64.52
STU00309,EC305,6,58,48,82.76
STU00310,EC303,1,70,45,64.29
STU00310,EC303,2,63,32,50.79
STU00310,EC302,3,55,32,58.18
STU00310,EC305,4,67,48,71.64
STU00311,CS303,1,56,46,82.14
STU00311,CS304,2,70,56,80.0
STU00311,CS301,3,66,44,66.67
STU00312,ME305,1,69,52,75.36
STU00312,ME303,2,64,55,85.94
STU00313,EC301,1,55,40,72.73
STU00313,EC303,2,60,35,58.33
STU00313,EC304,3,66,46,69.7
STU00313,EC301,4,58,39,67.24
STU00314,IT304,1,61,53,86.89
STU00314,IT301,2,59,48,81.36
STU00314,IT304,3,58,53,91.38
STU00314,IT304,4,55,44,80.0
STU00314,IT302,5,63,51,80.95
STU00315,IT304,1,67,52,77.61
STU00315,IT303,2,64,58,90.62
STU00315,IT303,3,68,56,82.35
STU00316,EE305,1,63,60,95.24
STU00316,EE301,2,69,60,86.96
STU00316,EE304,3,60,59,98.33
STU00317,CE303,1,68,50,73.53
STU00317,CE301,2,66,49,74.24
STU00317,CE302,3,58,40,68.97
STU00318,ME303,1,56,41,73.21
STU00318,ME302,2,67,40,59.7
STU00318,ME304,3,65,41,63.08
STU00319,CE302,1,61,44,72.13
STU00319,CE304,2,63,49,77.78
STU00320,ME304,1,70,59,84.29
STU00320,ME305,2,70,67,95.71
STU00321,IT303,1,67,61,91.04
STU00321,IT305,2,67,58,86.57
STU00321,IT302,3,58,48,82.76
STU00322,CE301,1,59,35,59.32
STU00322,CE302,2,66,54,81.82
STU00323,IT301,1,62,48,77.42
STU00323,IT301,2,65,53,81.54
STU00323,IT304,3,55,43,78.18
STU00323,IT304,4,70,63,90.0
STU00323,IT303,5,64,57,89.06
STU00323,IT304,6,57,52,91.23
STU00324,EC302,1,59,42,71.19
STU00324,EC305,2,60,42,70.0
STU00324,EC302,3,63,68,74.6
STU00324,EC301,4,63,50,79.37
STU00324,EC302,5,68,55,80.88
STU00325,CE304,1,58,40,68.97
STU00325,CE305,2,60,39,65.0
STU00325,CE302,3,59,46,77.97
STU00326,EC301,1,59,49,83.05
STU00326,EC304,2,56,40,71.43
STU00326,EC303,3,61,52,85.25
STU00327,ME304,1,55,42,76.36
STU00327,ME305,2,61,46,75.41
STU00327,ME301,3,56,41,73.21
STU00328,EE304,1,64,43,67.19
STU00328,EE302,2,62,40,64.52
STU00328,EE303,3,68,57,83.82
STU00328,EE304,4,56,34,60.71
STU00328,EE305,5,68,73,80.88
STU00329,IT303,1,58,38,65.52
STU00329,IT303,2,66,49,74.24
STU00330,IT303,1,68,67,98.53
STU00330,IT302,2,65,55,84.62
STU00330,IT301,3,60,52,86.67
STU00330,IT301,4,55,51,92.73
STU00331,EC303,1,61,46,75.41
STU00331,EC303,2,70,55,78.57
STU00332,EC305,1,58,47,81.03
STU00332,EC304,2,60,44,73.33
STU00332,EC303,3,70,49,70.0
STU00332,EC303,4,65,59,90.77
STU00333,CS301,1,58,39,67.24
STU00333,CS301,2,59,39,66.1
STU00333,CS303,3,66,47,71.21
STU00333,CS303,4,66,40,60.61
STU00334,IT303,1,61,56,91.8
STU00334,IT305,2,67,43,64.18
STU00334,IT301,3,58,44,75.86
STU00335,ME305,1,58,45,77.59
STU00335,ME301,2,61,39,63.93
STU00335,ME302,3,69,51,73.91
STU00336,IT301,1,65,44,67.69
STU00336,IT303,2,70,45,64.29
STU00337,CE305,1,59,40,67.8
STU00337,CE301,2,59,36,61.02
STU00337,CE302,3,68,41,60.29
STU00338,IT303,1,66,47,71.21
STU00338,IT303,2,69,41,59.42
STU00338,IT301,3,68,37,54.41
STU00338,IT301,4,70,35,50.0
STU00338,IT304,5,55,45,81.82
STU00338,IT302,6,63,46,73.02
STU00339,ME303,1,56,44,78.57
STU00339,ME305,2,56,39,69.64
STU00339,ME302,3,67,54,80.6
STU00340,EC305,1,57,37,64.91
STU00340,EC302,2,69,51,73.91
STU00340,EC305,3,67,43,64.18
STU00340,EC305,4,67,47,70.15
STU00340,EC304,5,63,37,58.73
STU00341,CS302,1,55,51,92.73
STU00341,CS302,2,61,59,96.72
STU00341,CS305,3,55,46,83.64
STU00342,CE304,1,63,43,68.25
STU00342,CE303,2,62,47,75.81
STU00342,CE303,3,63,46,73.02
STU00342,CE305,4,58,46,79.31
STU00342,CE302,5,62,40,64.52
STU00342,CE301,6,62,47,75.81
STU00343,IT301,1,59,45,76.27
STU00343,IT303,2,59,51,86.44
STU00343,IT303,3,56,46,82.14
STU00343,IT302,4,61,49,80.33
STU00344,EC301,1,55,41,74.55
STU00344,EC303,2,66,47,71.21
STU00344,EC303,3,57,48,84.21
STU00344,EC305,4,63,47,74.6
STU00344,EC302,5,68,59,86.76
STU00344,EC305,6,64,57,89.06
STU00345,IT301,1,55,41,74.55
STU00345,IT303,2,62,49,79.03
STU00345,IT303,3,60,53,88.33
STU00345,IT303,4,55,38,69.09
STU00346,EC305,1,58,49,84.48
STU00346,EC304,2,63,50,79.37
STU00346,EC305,3,61,44,72.13
STU00346,EC304,4,62,58,93.55
STU00346,EC303,5,63,36,57.14
STU00346,EC302,6,67,50,74.63
STU00347,ME304,1,62,43,69.35
STU00347,ME304,2,66,45,68.18
STU00347,ME302,3,70,40,57.14
STU00348,ME304,1,60,49,81.67
STU00348,ME304,2,60,47,78.33
STU00349,ME302,1,70,60,85.71
STU00349,ME302,2,64,51,79.69
STU00349,ME301,3,64,50,78.12
STU00350,ME302,1,67,48,71.64
STU00350,ME305,2,61,53,86.89
STU00350,ME301,3,59,49,83.05
STU00351,EC304,1,62,46,74.19
STU00351,EC304,2,67,37,55.22
STU00352,IT305,1,59,51,86.44
STU00352,IT301,2,58,43,74.14
STU00353,EE304,1,55,50,90.91
STU00353,EE301,2,55,49,89.09
STU00353,EE301,3,59,49,83.05
STU00353,EE302,4,57,55,96.49
STU00353,EE303,5,59,56,94.92
STU00354,CS301,1,55,38,69.09
STU00354,CS301,2,65,49,75.38
STU00354,CS301,3,61,50,81.97
STU00354,CS302,4,70,61,87.14
STU00354,CS305,5,69,56,81.16
STU00354,CS302,6,64,56,87.5
STU00355,EE304,1,59,56,94.92
STU00355,EE302,2,56,56,100.0
STU00355,EE305,3,63,61,96.83
STU00355,EE305,4,58,52,89.66
STU00356,ME301,1,58,55,94.83
STU00356,ME305,2,64,59,92.19
STU00357,EE305,1,68,50,73.53
STU00357,EE302,2,55,44,80.0
STU00358,EC301,1,62,49,79.03
STU00358,EC304,2,67,52,77.61
STU00358,EC302,3,66,58,87.88
STU00359,EC302,1,67,57,85.07
STU00359,EC301,2,70,47,67.14
STU00359,EC302,3,58,51,87.93
STU00359,EC302,4,58,47,81.03
STU00360,ME303,1,57,44,77.19
STU00360,ME305,2,65,61,93.85
STU00360,ME301,3,66,46,69.7
STU00360,ME301,4,56,43,76.79
STU00361,EC302,1,60,57,95.0
STU00361,EC304,2,65,65,100.0
STU00361,EC305,3,60,58,96.67
STU00361,EC304,4,59,57,96.61
STU00361,EC303,5,64,60,93.75
STU00361,EC303,6,58,58,100.0
STU00362,EC304,1,66,60,90.91
STU00362,EC303,2,57,49,85.96
STU00362,EC301,3,59,46,77.97
STU00362,EC302,4,65,51,78.46
STU00363,EE304,1,69,50,72.46
STU00363,EE304,2,57,57,100.0
STU00363,EE301,3,68,58,85.29
STU00364,EC302,1,57,36,63.16
STU00364,EC303,2,59,39,66.1
STU00364,EC302,3,67,48,71.64
STU00364,EC303,4,65,47,72.31
STU00365,EE304,1,70,55,78.57
STU00365,EE304,2,65,57,87.69
STU00365,EE302,3,62,49,79.03
STU00365,EE304,4,68,56,82.35
STU00365,EE305,5,70,67,95.71
STU00366,CS305,1,70,58,82.86
STU00366,CS305,2,62,44,70.97
STU00366,CS304,3,57,49,85.96
STU00366,CS305,4,68,53,77.94
STU00366,CS305,5,62,43,69.35
STU00366,CS301,6,62,52,83.87
STU00367,ME301,1,61,53,86.89
STU00367,ME301,2,66,55,83.33
STU00367,ME305,3,70,65,92.86
STU00367,ME302,4,58,40,68.97
STU00368,EE303,1,66,36,54.55
STU00368,EE302,2,64,51,79.69
STU00369,CE302,1,68,56,82.35
STU00369,CE302,2,61,61,100.0
STU00369,CE302,3,56,47,83.93
STU00369,CE302,4,58,46,79.31
STU00369,CE302,5,67,57,85.07
STU00370,EE304,1,66,53,80.3
STU00370,EE301,2,58,51,87.93
STU00371,EC301,1,70,58,82.86
STU00371,EC305,2,60,50,83.33
STU00371,EC301,3,59,50,84.75
STU00371,EC303,4,59,49,83.05
STU00371,EC301,5,62,57,91.94
STU00371,EC301,6,55,53,96.36
STU00372,CE304,1,59,37,62.71
STU00372,CE302,2,70,57,81.43
STU00372,CE302,3,64,43,67.19
STU00372,CE304,4,68,57,83.82
STU00372,CE303,5,69,41,59.42
STU00372,CE301,6,64,48,75.0
STU00373,EE302,1,56,49,87.5
STU00373,EE301,2,60,42,70.0
STU00374,CS302,1,55,53,96.36
STU00374,CS304,2,68,68,100.0
STU00374,CS304,3,63,58,92.06
STU00374,CS305,4,64,54,84.38
STU00374,CS302,5,68,59,86.76
STU00374,CS302,6,63,55,87.3
STU00375,IT305,1,67,64,95.52
STU00375,IT302,2,61,44,72.13
STU00376,CS305,1,56,37,66.07
STU00376,CS302,2,67,51,76.12
STU00376,CS302,3,57,39,68.42
STU00376,CS304,4,70,43,61.43
STU00376,CS303,5,67,38,56.72
STU00377,CS302,1,56,40,71.43
STU00377,CS303,2,68,49,72.06
STU00377,CS302,3,63,51,80.95
STU00377,CS301,4,58,40,68.97
STU00377,CS301,5,66,50,75.76
STU00378,IT303,1,55,44,80.0
STU00378,IT302,2,64,53,82.81
STU00378,IT302,3,58,54,93.1
STU00378,IT301,4,61,49,80.33
STU00378,IT305,5,55,41,74.55
STU00378,IT303,6,61,52,85.25
STU00379,ME302,1,56,50,89.29
STU00379,ME302,2,63,61,96.83
STU00379,ME301,3,56,45,80.36
STU00379,ME305,4,70,59,84.29
STU00379,ME301,5,56,48,85.71
STU00379,ME303,6,57,44,77.19
STU00380,ME301,1,66,44,66.67
STU00380,ME303,2,67,50,74.63
STU00380,ME305,3,61,42,68.85
STU00380,ME303,4,67,41,61.19
STU00381,CE302,1,58,53,91.38
STU00381,CE303,2,68,56,82.35
STU00381,CE305,3,58,55,94.83
STU00381,CE305,4,59,49,83.05
STU00382,EE305,1,67,43,64.18
STU00382,EE304,2,56,49,87.5
STU00383,CE302,1,59,46,77.97
STU00383,CE304,2,57,36,63.16
STU00383,CE301,3,62,46,74.19
STU00383,CE302,4,59,40,67.8
STU00384,EE305,1,65,62,95.38
STU00384,EE304,2,59,43,72.88
STU00384,EE303,3,64,55,85.94
STU00385,EE305,1,68,57,83.82
STU00385,EE301,2,67,55,82.09
STU00385,EE302,3,61,49,80.33
STU00385,EE305,4,57,53,92.98
STU00386,IT305,1,70,63,90.0
STU00386,IT301,2,55,49,89.09
STU00386,IT302,3,64,59,92.19
STU00387,ME301,1,70,62,88.57
STU00387,ME301,2,69,58,84.06
STU00387,ME303,3,60,49,81.67
STU00387,ME303,4,60,48,80.0
STU00387,ME301,5,63,63,100.0
STU00387,ME305,6,66,57,86.36
STU00388,IT301,1,57,54,94.74
STU00388,IT302,2,69,56,81.16
STU00388,IT303,3,70,55,78.57
STU00388,IT303,4,69,55,79.71
STU00389,CE301,1,70,54,77.14
STU00389,CE301,2,66,48,72.73
STU00389,CE303,3,67,51,76.12
STU00390,EC305,1,59,51,86.44
