student_id,course_id,semester,login_count,content_views,assignment_submission_rate,average_session_minutes
STU00161,EC301,2,8,48,54.29,27.13
STU00162,CE304,1,44,66,60.28,19.08
STU00162,CE301,2,25,95,54.19,13.32
STU00163,CS304,1,55,90,67.52,55.11
STU00163,CS301,2,39,150,81.1,27.15
STU00164,EE304,1,25,96,48.18,8.89
STU00164,EE303,2,30,79,60.32,29.9
STU00165,ME301,1,35,59,34.66,2.0
STU00165,ME305,2,0,72,42.96,2.0
STU00166,ME304,1,23,114,77.24,32.77
STU00166,ME301,2,33,135,58.13,11.48
STU00166,ME302,3,33,87,62.65,26.45
STU00166,ME304,4,36,91,64.41,26.37
STU00167,IT304,1,37,9,45.17,40.65
STU00167,IT303,2,36,113,69.44,16.73
STU00167,IT304,3,44,66,61.17,22.77
STU00167,IT305,4,27,85,63.21,18.95
STU00167,IT301,5,20,44,57.7,20.36
STU00168,EC305,1,23,83,28.23,14.75
STU00168,EC305,2,21,23,13.8,26.45
STU00169,CE302,1,42,66,78.82,37.85
STU00169,CE303,2,32,50,57.44,29.38
STU00169,CE304,3,25,68,55.28,2.0
STU00169,CE302,4,24,55,72.76,17.34
STU00169,CE302,5,46,65,55.02,29.63
STU00169,CE301,6,43,122,49.89,21.88
STU00170,ME305,1,31,42,61.31,35.8
STU00170,ME305,2,45,120,55.69,19.01
STU00170,ME303,3,49,99,41.81,36.84
STU00170,ME302,4,54,89,24.04,25.99
STU00171,EC305,1,20,52,25.21,19.73
STU00171,EC303,2,29,36,22.56,16.74
STU00171,EC301,3,11,63,41.82,13.77
STU00171,EC301,4,34,72,51.66,10.91
STU00172,EC305,1,50,158,78.02,18.64
STU00172,EC304,2,50,65,76.16,34.3
STU00172,EC302,3,37,127,77.02,20.07
STU00172,EC302,4,26,171,64.14,32.43
STU00172,EC303,5,38,125,87.8,41.47
STU00172,EC304,6,30,112,51.07,33.77
STU00173,CE303,1,40,40,63.53,19.28
STU00173,CE305,2,34,54,79.6,14.68
STU00173,CE304,3,37,94,53.9,15.72
STU00173,CE302,4,38,112,50.48,31.86
STU00173,CE304,5,43,94,50.05,26.91
STU00173,CE304,6,28,77,61.26,30.37
STU00174,ME302,1,35,52,46.02,24.21
STU00174,ME304,2,43,68,22.24,5.55
STU00175,CS304,1,39,98,40.43,2.0
STU00175,CS304,2,35,65,7.1,9.81
STU00175,CS304,3,11,59,28.85,20.95
STU00176,EE303,1,17,47,49.2,15.26
STU00176,EE301,2,33,102,37.91,2.0
STU00177,CS305,1,50,11,55.08,41.4
STU00177,CS302,2,16,42,59.98,28.77
STU00178,EE302,1,37,61,61.35,8.53
STU00178,EE301,2,27,116,68.1,35.58
STU00178,EE302,3,19,70,38.7,26.8
STU00178,EE303,4,12,79,26.05,5.04
STU00178,EE302,5,38,56,31.68,19.73
STU00179,IT303,1,9,85,17.45,9.7
STU00179,IT302,2,28,60,44.41,40.78
STU00179,IT301,3,43,62,35.19,9.3
STU00180,EC301,1,50,69,55.95,11.68
STU00180,EC302,2,43,71,58.66,8.63
STU00180,EC301,3,19,147,54.67,23.94
STU00180,EC302,4,28,59,61.77,10.16
STU00181,EE302,1,42,91,67.64,10.23
STU00181,EE303,2,77,170,77.95,33.91
STU00181,EE305,3,33,115,65.43,23.51
STU00181,EE301,4,41,104,62.72,27.04
STU00181,EE302,5,57,106,86.76,18.01
STU00182,ME302,1,72,105,81.67,29.63
STU00182,ME303,2,40,127,55.47,26.79
STU00182,ME305,3,59,43,52.48,40.4
STU00183,CS301,1,21,72,47.96,24.02
STU00183,CS305,2,26,78,15.08,21.71
STU00183,CS302,3,39,63,36.79,23.29
STU00184,EC301,1,59,39,51.92,23.77
STU00184,EC302,2,18,71,64.62,13.62
STU00184,EC302,3,44,75,64.14,8.22
STU00185,ME305,1,40,121,63.95,25.45
STU00185,ME302,2,43,68,61.46,26.38
STU00185,ME305,3,24,48,74.21,31.34
STU00185,ME304,4,50,66,52.23,20.93
STU00185,ME302,5,56,46,74.35,30.77
STU00186,CE305,1,13,20,27.35,4.02
STU00186,CE304,2,27,1,32.48,3.57
STU00186,CE303,3,6,28,35.85,2.0
STU00186,CE305,4,18,32,15.06,13.06
STU00187,IT302,1,1,62,41.35,20.15
STU00187,IT304,2,29,41,10.79,25.94
STU00187,IT304,3,5,31,34.25,33.24
STU00188,CE304,1,40,70,54.24,6.35
STU00188,CE305,2,24,80,15.21,37.21
STU00188,CE303,3,32,68,45.4,14.95
STU00188,CE305,4,3,64,43.37,30.89
STU00189,EE301,1,15,4,33.21,2.0
STU00189,EE304,2,0,20,13.94,7.43
STU00189,EE302,3,24,14,17.88,2.0
STU00190,IT305,1,19,53,12.56,2.0
STU00190,IT304,2,20,72,28.55,38.75
STU00190,IT304,3,31,55,37.76,5.88
STU00190,IT304,4,8,51,34.58,21.93
STU00190,IT304,5,34,84,45.93,14.07
STU00191,EE304,1,0,0,18.46,2.0
STU00191,EE302,2,20,0,0.0,2.0
STU00191,EE302,3,17,18,0.0,8.35
STU00191,EE301,4,7,0,0.0,31.43
STU00192,CS303,1,44,146,66.24,33.5
STU00192,CS303,2,33,152,62.45,30.64
STU00193,CE301,1,42,24,39.4,23.17
STU00193,CE303,2,12,53,32.14,8.64
STU00194,IT302,1,14,19,1.25,2.0
STU00194,IT302,2,18,9,0.0,2.0
STU00194,IT303,3,0,24,3.68,2.0
STU00194,IT303,4,15,10,2.28,6.0
STU00194,IT305,5,0,7,0.0,12.29
STU00194,IT305,6,3,0,10.54,2.0
STU00195,IT303,1,62,74,57.04,2.0
STU00195,IT303,2,34,39,59.84,8.47
STU00196,CE305,1,1,5,52.23,2.15
STU00196,CE304,2,1,78,25.75,28.06
STU00196,CE304,3,9,30,22.85,4.49
STU00196,CE302,4,8,40,14.19,5.76
STU00196,CE304,5,25,43,18.89,2.0
STU00197,IT305,1,27,46,60.14,39.64
STU00197,IT304,2,38,79,45.03,31.97
STU00197,IT301,3,27,65,41.61,17.49
STU00197,IT302,4,48,113,60.17,21.93
STU00197,IT304,5,18,107,57.69,34.95
STU00197,IT304,6,43,92,33.87,18.22
STU00198,CE301,1,9,3,4.72,11.91
STU00198,CE302,2,26,21,18.08,20.4
STU00198,CE303,3,35,25,11.67,2.0
STU00198,CE304,4,21,23,19.78,5.85
STU00198,CE303,5,36,13,32.5,27.17
STU00198,CE304,6,50,71,43.77,17.14
STU00199,CS305,1,8,0,17.82,23.22
STU00199,CS303,2,6,0,46.7,2.0
STU00199,CS305,3,9,78,0.0,16.46
STU00199,CS302,4,21,2,16.35,8.82
STU00199,CS303,5,4,26,0.0,2.0
STU00200,CS302,1,16,73,35.43,13.33
STU00200,CS301,2,35,15,43.57,23.8
STU00200,CS302,3,41,55,29.51,6.52
STU00200,CS301,4,14,92,34.64,2.94
STU00200,CS305,5,7,8,42.7,16.96
STU00201,ME301,1,61,143,98.82,43.67
STU00201,ME301,2,58,159,100.0,36.79
STU00201,ME301,3,82,94,75.86,49.72
STU00201,ME301,4,34,157,100.0,45.49
STU00202,EC301,1,29,51,48.37,31.35
STU00202,EC303,2,31,113,54.37,13.27
STU00202,EC302,3,33,24,43.0,14.4
STU00203,EC301,1,0,77,37.85,17.55
STU00203,EC301,2,26,77,50.23,11.05
STU00203,EC305,3,10,54,48.92,22.41
STU00203,EC302,4,19,58,34.61,22.58
STU00203,EC304,5,20,120,36.3,19.6
STU00203,EC302,6,30,121,41.76,2.0
STU00204,EC305,1,44,122,77.74,8.32
STU00204,EC304,2,10,57,58.79,16.77
STU00204,EC304,3,28,96,29.03,7.22
STU00205,EE302,1,0,22,0.0,14.09
STU00205,EE304,2,11,4,13.93,2.0
STU00205,EE302,3,18,0,22.89,2.0
STU00206,CE302,1,40,146,68.44,36.78
STU00206,CE303,2,25,119,75.65,18.87
STU00206,CE301,3,39,64,86.94,49.28
STU00206,CE304,4,33,128,64.01,23.68
STU00206,CE304,5,34,90,71.68,31.5
STU00206,CE305,6,41,162,73.57,19.88
STU00207,CE304,1,43,61,81.37,25.21
STU00207,CE304,2,41,120,61.7,22.96
STU00207,CE301,3,32,70,70.99,14.61
STU00207,CE304,4,21,0,53.21,10.52
STU00207,CE303,5,42,72,78.68,6.41
STU00207,CE305,6,44,110,64.32,15.65
STU00208,EE302,1,9,54,27.9,7.9
STU00208,EE305,2,5,43,40.93,20.04
STU00208,EE304,3,0,45,25.96,22.14
STU00208,EE302,4,0,47,3.14,8.11
STU00208,EE304,5,16,119,40.79,22.41
STU00209,CS302,1,16,99,76.91,37.9
STU00209,CS305,2,38,70,71.15,24.51
STU00209,CS301,3,50,126,55.72,25.01
STU00210,IT304,1,18,91,29.28,22.94
STU00210,IT303,2,36,122,51.85,13.89
STU00210,IT301,3,31,41,53.92,11.86
STU00210,IT304,4,50,94,39.65,18.34
STU00210,IT302,5,48,118,57.77,16.95
STU00211,IT305,1,10,27,16.36,8.04
STU00211,IT304,2,27,73,5.96,2.0
STU00211,IT301,3,0,0,9.12,8.23
STU00212,CE303,1,35,56,44.29,35.32
STU00212,CE302,2,35,118,64.19,7.16
STU00212,CE301,3,57,67,66.67,25.54
STU00212,CE303,4,78,116,59.2,15.08
STU00212,CE302,5,34,104,57.89,42.83
STU00213,CE304,1,37,24,58.53,13.01
STU00213,CE301,2,41,59,62.33,26.4
STU00213,CE305,3,4,66,72.37,26.38
STU00213,CE304,4,39,112,40.08,11.12
STU00213,CE304,5,24,41,78.22,20.76
STU00214,ME302,1,0,7,52.97,28.93
STU00214,ME305,2,16,81,33.08,19.64
STU00214,ME302,3,19,46,62.28,2.0
STU00215,CS305,1,0,20,14.25,23.93
STU00215,CS302,2,6,0,0.0,10.78
STU00216,IT303,1,33,2,48.03,18.04
STU00216,IT304,2,31,112,51.72,5.51
STU00217,CE302,1,47,103,96.61,43.6
STU00217,CE305,2,49,169,57.48,54.87
STU00217,CE304,3,54,111,89.4,33.7
STU00218,ME301,1,43,88,69.51,14.76
STU00218,ME303,2,32,93,61.44,25.77
STU00218,ME301,3,37,63,67.53,45.91
STU00218,ME301,4,22,111,71.63,24.05
STU00218,ME302,5,47,77,66.79,37.83
STU00218,ME303,6,41,72,61.37,8.3
STU00219,EC301,1,69,162,88.18,45.71
STU00219,EC304,2,68,166,100.0,22.2
STU00219,EC301,3,56,181,89.94,34.0
STU00220,CS301,1,31,144,62.95,39.51
STU00220,CS301,2,38,112,82.68,23.77
STU00220,CS302,3,49,156,74.54,34.68
STU00221,IT305,1,44,62,46.7,6.89
STU00221,IT303,2,56,72,64.4,16.17
STU00221,IT305,3,36,89,29.78,12.97
STU00221,IT305,4,18,7,55.61,21.92
STU00221,IT305,5,4,54,47.93,34.73
STU00222,ME301,1,0,42,16.89,2.0
STU00222,ME302,2,0,9,15.99,14.42
STU00222,ME303,3,21,79,12.02,15.53
STU00222,ME302,4,20,11,5.57,5.71
STU00222,ME304,5,19,13,40.9,2.0
STU00223,CS304,1,36,91,89.39,38.69
STU00223,CS304,2,51,193,65.86,41.03
STU00224,CE303,1,65,177,85.8,46.58
STU00224,CE301,2,38,132,66.36,42.96
STU00225,EE304,1,39,108,60.24,24.32
STU00225,EE305,2,29,49,69.33,42.11
STU00225,EE301,3,31,57,57.73,35.75
STU00226,EC301,1,45,114,68.31,24.21
STU00226,EC304,2,45,48,51.13,21.62
STU00226,EC303,3,43,131,94.58,21.05
STU00226,EC303,4,49,93,62.09,40.68
STU00227,CE303,1,25,45,26.1,22.78
STU00227,CE305,2,26,90,15.03,9.19
STU00228,EC305,1,30,119,82.68,27.06
STU00228,EC305,2,31,58,68.96,39.03
STU00228,EC302,3,49,52,64.73,29.75
STU00228,EC305,4,48,114,71.91,30.86
STU00228,EC303,5,55,71,62.15,33.41
STU00229,IT302,1,41,86,52.66,41.75
STU00229,IT301,2,32,92,70.32,22.55
STU00229,IT303,3,33,109,70.45,11.51
STU00229,IT303,4,56,111,58.69,27.99
STU00229,IT302,5,37,95,54.17,33.21
STU00230,CS301,1,30,60,42.41,14.66
STU00230,CS305,2,32,73,30.54,23.53
STU00230,CS303,3,34,18,50.01,24.14
STU00231,ME303,1,16,5,48.06,32.09
STU00231,ME305,2,19,27,39.67,11.6
STU00231,ME303,3,49,71,36.31,29.41
STU00231,ME302,4,25,67,44.87,17.64
STU00232,EC302,1,20,14,21.39,4.95
STU00232,EC305,2,15,68,11.17,21.14
STU00232,EC302,3,17,17,12.18,20.04
STU00232,EC305,4,27,10,35.08,15.26
STU00233,CS303,1,37,92,59.48,23.63
STU00233,CS304,2,41,80,31.02,2.0
STU00233,CS301,3,35,75,65.89,8.28
STU00233,CS301,4,19,69,43.72,23.53
STU00233,CS301,5,27,76,50.15,22.67
STU00233,CS302,6,38,82,33.05,17.93
STU00234,ME302,1,24,65,47.43,9.17
STU00234,ME302,2,36,48,23.45,31.95
STU00235,ME304,1,79,145,100.0,53.76
STU00235,ME302,2,55,115,100.0,52.16
STU00235,ME302,3,72,171,100.0,30.09
STU00235,ME302,4,66,181,96.12,40.14
STU00235,ME303,5,42,170,100.0,46.06
STU00236,EE304,1,33,85,33.14,15.25
STU00236,EE303,2,33,65,46.27,3.52
STU00236,EE301,3,42,94,47.88,15.94
STU00236,EE304,4,38,109,62.68,19.93
STU00236,EE302,5,38,42,64.68,16.79
STU00236,EE304,6,28,87,49.36,19.91
STU00237,CE305,1,16,0,1.54,23.33
STU00237,CE302,2,8,0,0.0,18.48
STU00237,CE301,3,18,11,34.32,20.02
STU00237,CE304,4,0,0,22.07,3.04
STU00237,CE303,5,10,65,4.15,13.32
STU00237,CE305,6,0,20,10.74,11.79
STU00238,EE304,1,19,28,18.17,2.0
STU00238,EE303,2,5,62,25.23,2.0
STU00238,EE303,3,9,0,23.1,15.25
STU00238,EE305,4,19,0,33.34,15.2
STU00239,IT303,1,13,41,34.42,18.48
STU00239,IT304,2,37,89,47.42,19.38
STU00240,ME302,1,44,90,74.65,21.1
STU00240,ME301,2,38,152,82.92,38.15
STU00240,ME304,3,64,113,80.61,32.3
STU00241,EC304,1,31,73,32.96,18.02
STU00241,EC304,2,31,43,40.65,29.02
STU00241,EC303,3,38,84,41.37,2.0
STU00241,EC304,4,36,43,38.82,14.75
STU00241,EC301,5,43,86,46.64,13.58
STU00242,CE302,1,39,132,84.4,26.39
STU00242,CE304,2,40,154,75.39,21.25
STU00242,CE303,3,46,106,79.32,33.13
STU00242,CE303,4,21,174,86.17,22.02
STU00242,CE304,5,55,110,54.72,27.81
STU00242,CE302,6,40,135,73.73,34.48
STU00243,EE301,1,19,65,35.75,13.53
STU00243,EE301,2,20,66,55.15,2.0
STU00243,EE303,3,34,71,31.01,2.0
STU00243,EE302,4,24,60,35.69,10.17
STU00243,EE302,5,41,46,52.11,16.25
STU00244,EE301,1,0,0,31.71,5.49
STU00244,EE304,2,24,89,31.4,29.7
STU00245,ME301,1,37,10,30.04,23.08
STU00245,ME304,2,15,79,30.38,28.97
STU00245,ME304,3,23,72,34.49,10.58
STU00245,ME303,4,12,72,53.9,19.58
STU00245,ME305,5,15,41,4.26,18.93
STU00245,ME304,6,5,9,40.44,26.38
STU00246,CS305,1,19,45,9.1,2.0
STU00246,CS302,2,7,0,18.15,18.39
STU00247,IT304,1,0,0,9.88,12.15
STU00247,IT301,2,13,0,0.0,3.85
STU00247,IT304,3,0,5,0.0,2.0
STU00248,IT301,1,51,126,96.45,35.88
STU00248,IT305,2,59,174,97.71,17.75
STU00249,ME304,1,58,103,66.62,19.23
STU00249,ME302,2,60,76,90.28,31.32
STU00249,ME302,3,54,50,52.92,28.3
STU00249,ME302,4,33,110,78.59,40.52
STU00250,EE305,1,24,44,0.0,2.0
STU00250,EE304,2,8,0,16.87,2.0
STU00250,EE302,3,5,0,4.19,7.77
STU00251,ME302,1,7,60,26.77,2.0
STU00251,ME303,2,0,12,35.72,3.91
STU00252,EE305,1,25,51,28.62,9.69
STU00252,EE302,2,35,15,0.0,21.1
STU00252,EE303,3,37,79,40.16,28.98
STU00252,EE304,4,8,50,55.53,21.62
STU00252,EE303,5,26,32,56.86,23.29
STU00253,CS301,1,57,133,91.58,43.85
STU00253,CS304,2,73,158,100.0,31.93
STU00253,CS301,3,52,119,90.22,35.45
STU00253,CS301,4,45,116,100.0,34.53
STU00254,ME305,1,1,17,23.21,2.0
STU00254,ME301,2,16,36,21.34,2.0
STU00255,ME301,1,12,57,61.73,21.21
STU00255,ME305,2,24,31,50.42,23.46
STU00255,ME304,3,38,56,42.45,16.65
STU00255,ME303,4,31,34,44.55,27.72
STU00255,ME303,5,38,46,54.59,24.56
STU00255,ME303,6,29,15,57.61,18.48
STU00256,IT303,1,31,36,39.26,16.65
STU00256,IT304,2,47,112,36.22,2.0
STU00256,IT303,3,12,28,41.59,22.39
STU00257,EE301,1,32,135,64.63,18.58
STU00257,EE304,2,42,133,52.12,40.19
STU00258,EC305,1,3,33,25.72,2.0
STU00258,EC305,2,32,84,6.2,5.02
STU00259,EC303,1,31,132,59.03,18.89
STU00259,EC305,2,41,70,73.91,20.21
STU00259,EC305,3,58,109,65.34,10.32
STU00260,EE301,1,29,74,63.09,42.13
STU00260,EE301,2,38,89,61.16,26.61
STU00260,EE301,3,30,33,61.41,7.87
STU00261,EC302,1,32,74,41.35,13.82
STU00261,EC304,2,14,79,33.1,36.72
STU00261,EC303,3,10,91,63.65,13.84
STU00261,EC304,4,31,56,38.58,32.29
STU00261,EC304,5,26,66,61.34,11.27
STU00262,EE302,1,45,102,100.0,31.57
STU00262,EE305,2,56,102,94.9,26.04
STU00262,EE302,3,66,97,88.87,43.93
STU00262,EE301,4,33,124,91.42,27.86
STU00262,EE305,5,60,172,73.09,34.72
STU00262,EE302,6,42,121,100.0,45.5
STU00263,CE304,1,56,64,74.27,36.0
STU00263,CE302,2,68,82,68.39,39.41
STU00264,CE301,1,28,69,47.98,17.39
STU00264,CE304,2,21,75,50.14,15.72
STU00264,CE302,3,41,57,17.37,21.15
STU00265,ME303,1,27,78,57.29,13.31
STU00265,ME303,2,34,91,76.73,44.44
STU00265,ME301,3,54,121,61.32,28.71
STU00265,ME305,4,53,123,68.67,35.85
STU00265,ME301,5,37,164,81.82,20.61
STU00266,IT305,1,54,112,71.52,31.16
STU00266,IT303,2,31,99,71.3,25.31
STU00266,IT304,3,64,76,72.93,15.29
STU00267,IT302,1,44,67,68.81,35.36
STU00267,IT301,2,31,92,42.05,24.52
STU00267,IT301,3,32,92,57.02,14.91
STU00268,ME303,1,63,119,100.0,51.27
STU00268,ME301,2,64,217,99.22,17.38
STU00269,EC303,1,37,43,56.01,6.13
STU00269,EC305,2,36,103,59.05,18.1
STU00269,EC303,3,28,37,44.61,37.94
STU00270,IT305,1,32,139,59.48,6.4
STU00270,IT304,2,39,71,76.6,27.03
STU00270,IT303,3,52,100,73.0,25.19
STU00270,IT302,4,37,79,76.02,12.59
STU00270,IT301,5,19,83,82.14,18.5
STU00270,IT301,6,46,62,58.66,22.84
STU00271,CS302,1,63,65,72.66,8.34
STU00271,CS302,2,45,115,63.92,26.25
STU00271,CS304,3,45,135,57.24,32.07
STU00271,CS305,4,43,49,43.24,10.93
STU00272,EC301,1,46,81,70.37,34.09
STU00272,EC303,2,37,43,40.32,20.75
STU00272,EC303,3,12,141,46.93,22.2
STU00273,EE304,1,3,53,0.0,2.0
STU00273,EE304,2,25,0,7.21,2.69
STU00273,EE303,3,11,0,0.0,2.0
STU00274,CS302,1,9,56,25.78,8.61
STU00274,CS302,2,0,22,10.83,14.25
STU00274,CS304,3,2,122,19.49,2.0
STU00275,CS301,1,14,44,41.5,15.95
STU00275,CS303,2,10,21,17.24,14.42
STU00275,CS304,3,32,88,23.31,14.41
STU00276,CE304,1,43,136,78.36,22.74
STU00276,CE305,2,34,50,67.7,14.44
STU00276,CE303,3,51,89,54.52,27.85
STU00276,CE305,4,33,46,53.77,40.14
STU00276,CE301,5,49,44,72.11,25.51
STU00277,IT305,1,25,47,55.12,35.52
STU00277,IT303,2,46,44,51.04,8.11
STU00277,IT302,3,35,112,48.32,38.28
STU00277,IT304,4,52,109,52.76,24.82
STU00278,ME302,1,10,0,23.39,16.62
STU00278,ME302,2,21,12,17.62,2.0
STU00278,ME301,3,1,0,40.94,2.0
STU00278,ME305,4,33,32,20.65,2.0
STU00279,EC304,1,4,8,6.86,7.41
STU00279,EC302,2,16,0,27.27,11.28
STU00279,EC301,3,7,0,4.63,7.23
STU00280,CE302,1,39,63,23.24,13.11
STU00280,CE301,2,3,51,44.67,29.89
STU00280,CE305,3,19,65,36.47,22.74
STU00280,CE302,4,27,72,44.1,34.71
STU00280,CE302,5,22,74,37.51,11.71
STU00281,EE302,1,45,117,81.95,22.84
STU00281,EE304,2,68,125,81.52,26.99
STU00282,IT302,1,55,93,70.95,15.73
STU00282,IT301,2,35,126,88.33,31.92
STU00282,IT304,3,27,82,62.53,21.81
STU00282,IT304,4,59,128,73.74,33.83
STU00282,IT301,5,35,97,61.62,23.76
STU00282,IT301,6,37,88,71.85,32.53
STU00283,EE304,1,7,76,2.06,24.28
STU00283,EE301,2,8,15,40.61,2.0
STU00284,EC301,1,22,58,68.01,20.43
STU00284,EC304,2,27,120,69.88,27.06
STU00284,EC304,3,0,51,50.78,26.82
STU00284,EC305,4,40,84,81.73,28.84
STU00285,EC303,1,20,30,35.14,20.92
STU00285,EC305,2,26,25,23.63,2.0
STU00286,ME301,1,51,116,75.82,23.01
STU00286,ME305,2,36,70,74.11,25.89
STU00286,ME301,3,46,121,64.3,41.11
STU00286,ME302,4,17,123,52.27,15.27
STU00286,ME302,5,34,126,62.76,33.72
STU00287,EE305,1,53,159,80.58,27.41
STU00287,EE303,2,65,172,85.59,32.83
STU00288,CE302,1,28,95,53.34,13.41
STU00288,CE302,2,51,88,62.62,23.56
STU00289,ME303,1,10,0,7.23,7.62
STU00289,ME301,2,0,23,0.0,2.0
STU00289,ME305,3,8,20,4.1,12.93
STU00289,ME303,4,13,0,0.0,2.0
STU00289,ME304,5,0,0,0.0,2.0
STU00289,ME302,6,13,0,9.11,2.0
STU00290,IT305,1,37,99,77.91,46.07
STU00290,IT305,2,26,133,68.74,26.89
STU00291,ME305,1,53,93,71.82,2.0
STU00291,ME303,2,48,129,48.96,26.27
STU00291,ME305,3,63,119,69.17,36.94
STU00292,EC301,1,16,77,30.01,6.41
STU00292,EC301,2,18,15,6.98,4.53
STU00293,IT303,1,24,70,33.75,18.25
STU00293,IT302,2,26,54,54.48,12.79
STU00293,IT305,3,21,99,39.58,7.73
STU00294,EE302,1,27,68,56.87,9.31
STU00294,EE301,2,56,71,48.82,30.81
STU00294,EE303,3,60,76,53.75,19.51
STU00294,EE302,4,43,113,71.57,41.32
STU00295,CS301,1,3,0,0.0,2.0
STU00295,CS304,2,0,0,0.0,2.0
STU00295,CS305,3,11,11,24.24,6.6
STU00295,CS301,4,7,22,18.2,2.0
STU00295,CS302,5,0,0,5.36,3.12
STU00296,EC305,1,38,89,41.27,27.21
STU00296,EC304,2,9,51,29.73,19.47
STU00296,EC303,3,22,41,19.14,2.0
STU00296,EC304,4,2,6,30.01,11.37
STU00296,EC305,5,25,0,22.44,6.07
STU00296,EC301,6,11,16,37.01,18.69
STU00297,IT305,1,27,61,32.84,15.87
STU00297,IT305,2,20,26,36.11,2.0
STU00298,ME303,1,0,8,27.27,24.57
STU00298,ME303,2,1,62,24.85,20.06
STU00299,CE302,1,50,164,81.09,21.04
STU00299,CE303,2,40,96,72.5,26.03
STU00299,CE301,3,59,141,72.43,15.67
STU00299,CE302,4,42,35,57.93,22.19
STU00300,EE301,1,35,83,66.17,23.29
STU00300,EE305,2,54,93,83.29,38.24
STU00301,ME304,1,52,133,68.78,42.04
STU00301,ME305,2,48,126,60.78,16.69
STU00301,ME305,3,45,127,88.62,22.46
STU00301,ME305,4,25,151,60.81,41.4
STU00301,ME305,5,19,111,58.79,30.59
STU00301,ME301,6,40,125,64.07,38.81
STU00302,EE304,1,45,56,50.37,25.39
STU00302,EE303,2,27,48,58.71,9.16
STU00302,EE304,3,24,74,29.66,25.64
STU00302,EE303,4,15,55,59.89,46.8
STU00303,CE302,1,51,92,83.91,25.54
STU00303,CE302,2,62,146,64.04,51.46
STU00303,CE305,3,48,113,67.63,42.3
STU00303,CE301,4,52,146,64.4,29.87
STU00303,CE302,5,35,75,60.91,42.68
STU00303,CE304,6,20,53,68.1,13.95
STU00304,EE303,1,41,124,100.0,36.3
STU00304,EE305,2,46,186,100.0,30.83
STU00304,EE303,3,60,152,68.88,51.02
STU00304,EE305,4,77,134,100.0,38.45
STU00304,EE303,5,50,103,84.5,22.52
STU00305,EC304,1,73,139,71.73,21.89
STU00305,EC301,2,43,107,72.65,38.35
STU00305,EC301,3,62,83,70.9,23.62
STU00305,EC301,4,54,58,75.07,28.92
STU00306,EC301,1,51,124,89.09,22.73
STU00306,EC303,2,22,96,59.82,31.7
STU00306,EC301,3,62,110,89.33,23.87
STU00306,EC305,4,37,96,74.33,23.76
STU00306,EC304,5,40,157,81.21,36.42
STU00306,EC305,6,52,147,60.04,37.6
STU00307,CE301,1,37,98,94.71,37.57
STU00307,CE301,2,50,143,93.17,48.12
STU00307,CE305,3,61,124,66.57,35.42
STU00307,CE302,4,76,136,80.93,37.12
STU00307,CE305,5,46,131,76.17,35.84
STU00308,EE305,1,26,87,41.84,13.81
STU00308,EE302,2,21,57,39.31,20.11
STU00308,EE303,3,23,142,49.8,2.0
STU00309,EC303,1,28,86,52.42,22.67
STU00309,EC304,2,26,136,45.94,10.82
STU00309,EC304,3,28,87,35.46,10.52
STU00309,EC303,4,25,80,24.92,8.68
STU00309,EC303,5,19,105,47.09,8.6
STU00309,EC305,6,25,65,60.86,20.78
STU00310,EC303,1,5,0,9.28,24.37
STU00310,EC303,2,3,34,35.55,19.12
STU00310,EC302,3,2,32,3.79,2.0
STU00310,EC305,4,10,6,0.58,2.0
STU00311,CS303,1,17,85,46.6,11.66
STU00311,CS304,2,55,23,55.44,21.93
STU00311,CS301,3,0,118,31.2,20.89
STU00312,ME305,1,40,57,60.67,30.21
STU00312,ME303,2,28,80,40.84,5.84
STU00313,EC301,1,35,64,38.93,14.62
STU00313,EC303,2,26,81,30.35,3.61
STU00313,EC304,3,0,61,13.48,11.61
STU00313,EC301,4,19,0,18.19,10.19
STU00314,IT304,1,46,123,61.5,31.81
STU00314,IT301,2,51,98,70.39,23.72
STU00314,IT304,3,63,109,54.46,30.48
STU00314,IT304,4,26,67,71.38,42.82
STU00314,IT302,5,13,92,81.11,15.55
STU00315,IT304,1,52,116,73.58,44.75
STU00315,IT303,2,48,48,66.39,9.84
STU00315,IT303,3,47,106,56.17,34.3
STU00316,EE305,1,58,162,100.0,41.98
STU00316,EE301,2,39,152,100.0,44.5
STU00316,EE304,3,29,175,100.0,32.58
STU00317,CE303,1,30,44,57.86,3.15
STU00317,CE301,2,24,58,35.22,39.75
STU00317,CE302,3,36,109,77.19,19.24
STU00318,ME303,1,0,20,37.7,22.93
STU00318,ME302,2,0,46,20.66,17.46
STU00318,ME304,3,19,72,25.33,13.85
STU00319,CE302,1,45,102,46.5,22.08
STU00319,CE304,2,53,84,55.88,17.62
STU00320,ME304,1,46,127,70.79,44.64
STU00320,ME305,2,60,108,78.19,23.21
STU00321,IT303,1,13,95,70.34,19.64
STU00321,IT305,2,49,121,76.86,24.65
STU00321,IT302,3,42,87,54.93,22.0
STU00322,CE301,1,23,79,68.72,29.78
STU00322,CE302,2,39,95,53.78,18.14
STU00323,IT301,1,50,101,97.83,20.9
STU00323,IT301,2,40,140,95.76,41.09
STU00323,IT304,3,35,126,77.61,25.73
STU00323,IT304,4,19,151,60.69,30.14
STU00323,IT303,5,39,75,50.85,15.52
STU00323,IT304,6,38,144,87.79,11.63
STU00324,EC302,1,33,55,42.16,5.49
